case_date,fuerte,origin,confirmer,first_day_offset,first_date,first_lottery,first_draw_position,first_position_label,total_appearances,distinct_days,distinct_lotteries,source_reference
2025-04-24,91,44,57,2,2025-04-26,New York 10:30,1,1ro,3,1,2,187233
2025-04-25,82,33,65,5,2025-04-30,Quiniela Leidsa,1,1ro,2,1,1,187342
2025-04-30,10,37,1,6,2025-05-06,New York 10:30,3,3ro,1,1,1,187522
2025-04-30,42,37,90,1,2025-05-01,Quiniela Leidsa,2,2do,6,4,4,187369
2025-05-02,74,46,31,2,2025-05-04,Gana Mas,2,2do,2,2,1,187444
2025-05-04,28,43,23,2,2025-05-06,Loteria Nacional,1,1ro,4,2,3,187515
2025-05-05,65,52,82,2,2025-05-07,New York 10:30,3,3ro,2,2,2,187549
2025-05-07,25,30,16,2,2025-05-09,New York 10:30,2,2do,1,1,1,187603
2025-05-09,88,31,79,5,2025-05-14,New York 2:30,2,2do,1,1,1,187765
2025-05-14,83,49,30,6,2025-05-20,New York 2:30,2,2do,1,1,1,187911
2025-05-15,22,44,90,1,2025-05-16,Gana Mas,1,1ro,5,3,5,187800
2025-05-15,70,44,90,1,2025-05-16,Quiniela Leidsa,2,2do,2,2,2,187831
2025-05-17,7,42,22,3,2025-05-20,Quiniela Loteka,3,3ro,2,2,2,187916
2025-05-17,63,38,22,2,2025-05-19,Quiniela Leidsa,3,3ro,3,3,2,187921
2025-05-17,63,38,42,2,2025-05-19,Quiniela Leidsa,3,3ro,3,3,2,187921
2025-05-18,54,35,14,3,2025-05-21,New York 10:30,2,2do,2,1,2,187961
2025-05-18,63,38,35,1,2025-05-19,Quiniela Leidsa,3,3ro,3,3,2,187921
2025-05-18,97,52,48,5,2025-05-23,Loteria Nacional,3,3ro,2,1,2,188015
2025-05-23,9,39,70,1,2025-05-24,Quiniela Loteka,3,3ro,2,2,2,188038
2025-05-27,19,40,86,5,2025-06-01,Loteria Nacional,1,1ro,1,1,1,188276
2025-05-28,77,32,23,6,2025-06-03,New York 10:30,2,2do,1,1,1,188344
2025-05-29,12,43,56,4,2025-06-02,New York 2:30,3,3ro,1,1,1,188297
2025-05-29,28,43,23,3,2025-06-01,Gana Mas,3,3ro,1,1,1,188266
2025-05-29,65,52,82,4,2025-06-02,Quiniela Real,3,3ro,2,2,2,188295
2025-05-29,81,43,52,6,2025-06-04,Quiniela Loteka,1,1ro,1,1,1,188358
2025-05-30,44,43,90,1,2025-05-31,Quiniela Loteka,3,3ro,3,3,2,188244
2025-05-31,12,43,41,2,2025-06-02,New York 2:30,3,3ro,1,1,1,188297
2025-05-31,29,41,42,1,2025-06-01,New York 2:30,2,2do,1,1,1,188265
2025-05-31,44,43,42,1,2025-06-01,Quiniela Loteka,1,1ro,3,3,2,188278
2025-05-31,71,42,41,1,2025-06-01,Quiniela Real,3,3ro,2,2,2,188262
2025-05-31,81,43,85,4,2025-06-04,Quiniela Loteka,1,1ro,2,2,1,188358
2025-06-01,22,44,70,3,2025-06-04,Loteria Nacional,2,2do,2,2,2,188363
2025-06-01,59,44,72,3,2025-06-04,New York 10:30,3,3ro,1,1,1,188393
2025-06-02,28,43,87,4,2025-06-06,Loteria Nacional,1,1ro,1,1,1,188425
2025-06-04,56,40,71,5,2025-06-09,Quiniela Loteka,3,3ro,1,1,1,195499
2025-06-05,42,37,7,6,2025-06-11,Gana Mas,3,3ro,1,1,1,195529
2025-06-05,42,37,9,6,2025-06-11,Gana Mas,3,3ro,1,1,1,195529
2025-06-05,42,37,35,6,2025-06-11,Gana Mas,3,3ro,1,1,1,195529
2025-06-08,90,46,7,5,2025-06-13,New York 10:30,1,1ro,1,1,1,195620
2025-06-12,89,48,12,2,2025-06-14,Quiniela Real,3,3ro,1,1,1,195628
2025-06-13,22,44,90,1,2025-06-14,Gana Mas,3,3ro,2,2,2,195633
2025-06-13,70,44,22,3,2025-06-16,Quiniela Loteka,3,3ro,2,2,2,195698
2025-06-13,70,44,90,3,2025-06-16,Quiniela Loteka,3,3ro,2,2,2,195698
2025-06-15,87,33,23,1,2025-06-16,Quiniela Leidsa,3,3ro,2,1,2,195702
2025-06-16,42,37,44,5,2025-06-21,Quiniela Real,1,1ro,1,1,1,195863
2025-06-16,59,44,34,7,2025-06-23,Quiniela Real,2,2do,1,1,1,195902
2025-06-20,29,41,90,3,2025-06-23,Gana Mas,1,1ro,3,3,3,195907
2025-06-23,20,38,2,1,2025-06-24,New York 10:30,2,2do,3,2,3,195961
2025-06-23,63,38,29,2,2025-06-25,Quiniela Real,2,2do,2,2,2,195971
2025-06-25,35,49,42,2,2025-06-27,Quiniela Real,1,1ro,1,1,1,196029
2025-06-25,83,49,3,7,2025-07-02,New York 2:30,1,1ro,1,1,1,196186
2025-06-27,70,44,35,1,2025-06-28,New York 10:30,3,3ro,4,3,3,196082
2025-06-29,76,34,92,4,2025-07-03,New York 2:30,1,1ro,2,2,2,196221
2025-06-30,77,32,23,1,2025-07-01,Loteria Nacional,2,2do,2,2,2,196163
2025-07-01,90,46,7,3,2025-07-04,Quiniela Loteka,2,2do,1,1,1,196259
2025-07-12,71,42,89,5,2025-07-17,Quiniela Real,2,2do,1,1,1,196664
2025-07-15,80,45,8,2,2025-07-17,Gana Mas,1,1ro,1,1,1,196667
2025-07-19,23,42,73,1,2025-07-20,Gana Mas,2,2do,2,2,2,196763
2025-07-20,30,39,83,1,2025-07-21,New York 10:30,2,2do,1,1,1,196814
2025-07-22,14,39,54,5,2025-07-27,Quiniela Loteka,2,2do,1,1,1,197027
2025-07-23,89,48,12,1,2025-07-24,Loteria Nacional,1,1ro,4,3,4,196936
2025-07-24,12,43,89,6,2025-07-30,Quiniela Loteka,1,1ro,1,1,1,197113
2025-07-24,44,43,35,3,2025-07-27,Gana Mas,2,2do,1,1,1,197018
2025-07-25,19,40,86,4,2025-07-29,Quiniela Leidsa,1,1ro,3,2,3,197088
2025-07-25,65,52,82,2,2025-07-27,New York 10:30,3,3ro,6,5,3,197034
2025-07-27,22,44,90,1,2025-07-28,Quiniela Leidsa,1,1ro,2,2,2,197057
2025-07-27,70,44,90,1,2025-07-28,Quiniela Real,1,1ro,1,1,1,197044
2025-07-28,63,38,22,1,2025-07-29,Gana Mas,1,1ro,4,3,4,197079
2025-07-28,63,38,70,1,2025-07-29,Gana Mas,1,1ro,4,3,4,197079
2025-07-31,9,39,7,1,2025-08-01,Loteria Nacional,1,1ro,4,4,3,197175
2025-07-31,37,46,65,5,2025-08-05,Quiniela Loteka,3,3ro,1,1,1,197292
2025-07-31,90,46,7,1,2025-08-01,Quiniela Real,1,1ro,1,1,1,197164
2025-08-03,35,49,9,1,2025-08-04,Gana Mas,2,2do,4,4,4,197256
2025-08-03,35,49,29,1,2025-08-04,Gana Mas,2,2do,4,4,4,197256
2025-08-04,30,39,83,5,2025-08-09,Gana Mas,2,2do,1,1,1,197409
2025-08-04,46,39,86,2,2025-08-06,Gana Mas,3,3ro,1,1,1,197343
2025-08-05,52,38,81,2,2025-08-07,New York 2:30,2,2do,1,1,1,197351
2025-08-05,63,38,22,3,2025-08-08,New York 2:30,1,1ro,2,2,2,197378
2025-08-10,10,37,1,2,2025-08-12,Loteria Nacional,2,2do,1,1,1,197513
2025-08-11,42,37,7,1,2025-08-12,New York 2:30,1,1ro,1,1,1,197501
2025-08-12,85,36,81,3,2025-08-15,Quiniela Loteka,3,3ro,1,1,1,197602
2025-08-13,19,40,86,1,2025-08-14,New York 2:30,3,3ro,2,2,2,197561
2025-08-13,51,40,21,2,2025-08-15,Quiniela Loteka,2,2do,1,1,1,197602
2025-08-13,56,40,71,4,2025-08-17,Quiniela Real,2,2do,1,1,1,197655
2025-08-13,57,30,91,5,2025-08-18,New York 10:30,2,2do,1,1,1,197704
2025-08-18,76,34,92,4,2025-08-22,Quiniela Loteka,2,2do,2,2,2,197994
2025-08-19,76,34,68,3,2025-08-22,Quiniela Loteka,2,2do,2,2,2,197994
2025-08-25,44,43,70,3,2025-08-28,Quiniela Loteka,1,1ro,2,2,2,198181
2025-08-26,87,33,73,1,2025-08-27,New York 10:30,1,1ro,4,4,3,204049
2025-08-27,13,41,17,2,2025-08-29,New York 10:30,2,2do,4,3,4,198355
2025-08-28,7,42,44,1,2025-08-29,Quiniela Leidsa,2,2do,2,2,2,198341
2025-08-28,22,44,42,2,2025-08-30,Gana Mas,2,2do,4,4,3,198427
2025-08-29,65,52,37,1,2025-08-30,Quiniela Real,2,2do,3,3,3,198423
2025-08-30,42,37,63,1,2025-08-31,Gana Mas,1,1ro,4,3,3,198457
2025-08-30,62,39,75,4,2025-09-03,Quiniela Loteka,1,1ro,2,1,1,199163
2025-09-01,59,44,26,3,2025-09-04,New York 10:30,3,3ro,3,3,2,199674
2025-09-01,91,44,11,6,2025-09-07,New York 10:30,3,3ro,2,2,2,199809
2025-09-02,80,45,8,6,2025-09-08,Gana Mas,1,1ro,1,1,1,199842
2025-09-05,42,37,53,4,2025-09-09,Gana Mas,2,2do,2,2,2,200278
2025-09-05,42,37,90,4,2025-09-09,Gana Mas,2,2do,2,2,2,200278
2025-09-05,44,43,53,1,2025-09-06,New York 2:30,1,1ro,1,1,1,199759
2025-09-05,44,43,90,1,2025-09-06,New York 2:30,1,1ro,1,1,1,199759
2025-09-05,60,43,6,5,2025-09-10,New York 10:30,2,2do,2,1,1,204087
2025-09-06,70,44,29,3,2025-09-09,New York 10:30,3,3ro,4,3,3,200469
2025-09-06,91,44,11,1,2025-09-07,New York 10:30,3,3ro,2,2,2,199809
2025-09-07,85,36,52,5,2025-09-12,Gana Mas,3,3ro,3,1,3,201649
2025-09-09,35,49,7,3,2025-09-12,Quiniela Real,1,1ro,1,1,1,201621
2025-09-10,60,43,6,3,2025-09-13,New York 2:30,2,2do,2,2,2,201978
2025-09-13,7,42,9,3,2025-09-16,Quiniela Loteka,1,1ro,3,2,3,202385
2025-09-13,9,39,42,2,2025-09-15,Gana Mas,1,1ro,1,1,1,202306
2025-09-13,29,41,9,2,2025-09-15,Loteria Nacional,1,1ro,2,2,1,202321
2025-09-13,29,41,42,2,2025-09-15,Loteria Nacional,1,1ro,2,2,1,202321
2025-09-13,41,39,12,2,2025-09-15,Quiniela Real,1,1ro,2,2,2,202303
2025-09-14,3,31,30,4,2025-09-18,New York 2:30,2,2do,1,1,1,202651
2025-09-14,57,30,69,2,2025-09-16,Gana Mas,1,1ro,2,2,1,202380
2025-09-15,29,41,9,1,2025-09-16,Loteria Nacional,2,2do,2,2,2,202393
2025-09-16,34,51,26,4,2025-09-20,Quiniela Loteka,1,1ro,1,1,1,203174
2025-09-17,69,45,11,4,2025-09-21,New York 10:30,3,3ro,1,1,1,203230
2025-09-20,91,44,57,5,2025-09-25,Quiniela Leidsa,2,2do,2,2,2,203835
2025-09-21,42,37,90,3,2025-09-24,Quiniela Leidsa,3,3ro,1,1,1,203757
2025-09-28,76,34,27,1,2025-09-29,Quiniela Loteka,1,1ro,1,1,1,203994
2025-09-30,10,37,1,4,2025-10-04,Gana Mas,3,3ro,2,2,1,204651
2025-09-30,29,41,90,1,2025-10-01,Loteria Nacional,2,2do,2,2,2,204173
2025-09-30,42,37,90,6,2025-10-06,New York 2:30,3,3ro,1,1,1,204798
2025-09-30,82,33,37,2,2025-10-02,Quiniela Real,2,2do,3,3,2,204186
2025-10-01,87,33,77,7,2025-10-08,Quiniela Real,2,2do,1,1,1,204980
2025-10-03,76,34,68,3,2025-10-06,New York 2:30,2,2do,1,1,1,204798
2025-10-09,30,39,83,3,2025-10-12,Quiniela Real,2,2do,1,1,1,205349
2025-10-10,35,49,70,2,2025-10-12,Gana Mas,3,3ro,2,2,2,205352
2025-10-10,53,28,35,1,2025-10-11,Quiniela Loteka,3,3ro,1,1,1,205329
2025-10-10,53,28,70,1,2025-10-11,Quiniela Loteka,3,3ro,1,1,1,205329
2025-10-11,19,40,46,3,2025-10-14,Quiniela Real,3,3ro,1,1,1,205554
2025-10-11,72,40,26,1,2025-10-12,Gana Mas,2,2do,3,3,3,205352
2025-10-11,90,46,29,5,2025-10-16,Gana Mas,3,3ro,2,2,2,205764
2025-10-13,9,39,44,1,2025-10-14,Gana Mas,1,1ro,4,4,3,205575
2025-10-13,59,44,26,1,2025-10-14,Loteria Nacional,1,1ro,6,4,5,205636
2025-10-14,72,40,59,3,2025-10-17,Loteria Nacional,2,2do,2,2,2,205997
2025-10-15,53,28,29,3,2025-10-18,Quiniela Real,2,2do,1,1,1,206008
2025-10-16,9,39,22,3,2025-10-19,Quiniela Real,2,2do,4,4,2,206135
2025-10-16,90,46,22,2,2025-10-18,New York 10:30,3,3ro,1,1,1,206092
2025-10-20,7,42,9,1,2025-10-21,Quiniela Leidsa,1,1ro,1,1,1,206263
2025-10-20,23,42,87,4,2025-10-24,New York 10:30,2,2do,1,1,1,206559
2025-10-26,7,42,70,5,2025-10-31,Loteria Nacional,1,1ro,3,3,3,207225
2025-10-26,23,42,77,4,2025-10-30,Loteria Nacional,1,1ro,2,2,2,207000
2025-10-27,54,35,14,2,2025-10-29,New York 2:30,3,3ro,1,1,1,206923
2025-10-28,65,52,37,2,2025-10-30,Quiniela Loteka,3,3ro,1,1,1,206992
2025-10-31,9,39,7,1,2025-11-01,Loteria Nacional,2,2do,2,2,1,207364
2025-10-31,9,39,63,1,2025-11-01,Loteria Nacional,2,2do,2,2,1,207364
2025-11-04,59,44,72,3,2025-11-07,Loteria Nacional,1,1ro,3,3,3,208232
2025-11-05,22,44,70,4,2025-11-09,New York 2:30,3,3ro,1,1,1,208308
2025-11-05,42,37,44,3,2025-11-08,Loteria Nacional,1,1ro,7,3,4,208289
2025-11-05,42,37,70,3,2025-11-08,Loteria Nacional,1,1ro,7,3,4,208289
2025-11-05,90,46,44,4,2025-11-09,Loteria Nacional,1,1ro,1,1,1,208314
2025-11-05,90,46,70,4,2025-11-09,Loteria Nacional,1,1ro,1,1,1,208314
2025-11-05,91,44,57,3,2025-11-08,Gana Mas,1,1ro,1,1,1,208267
2025-11-06,62,39,75,2,2025-11-08,Loteria Nacional,2,2do,2,1,1,208289
2025-11-08,23,42,73,2,2025-11-10,New York 2:30,2,2do,1,1,1,208334
2025-11-08,48,36,93,6,2025-11-14,Quiniela Real,3,3ro,1,1,1,208492
2025-11-09,29,41,90,5,2025-11-14,Quiniela Loteka,2,2do,1,1,1,208501
2025-11-10,72,40,59,7,2025-11-17,Gana Mas,2,2do,1,1,1,208582
2025-11-16,42,37,63,2,2025-11-18,Loteria Nacional,2,2do,3,3,2,208627
2025-11-16,82,33,37,2,2025-11-18,Quiniela Leidsa,3,3ro,4,4,4,208624
2025-11-18,26,28,72,1,2025-11-19,New York 10:30,2,2do,2,2,2,208657
2025-11-19,21,28,51,2,2025-11-21,Quiniela Loteka,3,3ro,3,3,3,208709
2025-11-19,26,28,59,5,2025-11-24,Quiniela Leidsa,1,1ro,1,1,1,208802
2025-11-22,35,49,9,2,2025-11-24,Gana Mas,3,3ro,3,3,3,208810
2025-11-22,63,38,9,3,2025-11-25,New York 2:30,3,3ro,1,1,1,208828
2025-11-23,7,42,90,3,2025-11-26,New York 10:30,3,3ro,1,1,1,208871
2025-11-23,71,42,56,1,2025-11-24,Quiniela Real,3,3ro,3,3,2,208788
2025-11-26,94,39,58,4,2025-11-30,Loteria Nacional,1,1ro,2,2,2,208981
2025-11-27,26,28,34,3,2025-11-30,Gana Mas,2,2do,2,1,2,208973
2025-11-27,68,47,92,5,2025-12-02,New York 10:30,2,2do,2,2,2,209049
2025-11-27,76,34,92,1,2025-11-28,Quiniela Real,3,3ro,1,1,1,208907
2025-11-28,42,37,29,7,2025-12-05,New York 2:30,1,1ro,1,1,1,209124
2025-12-04,86,35,19,6,2025-12-10,New York 2:30,1,1ro,2,2,2,209268
2025-12-05,71,42,56,1,2025-12-06,Gana Mas,1,1ro,1,1,1,209150
2025-12-07,73,48,87,2,2025-12-09,New York 2:30,1,1ro,2,2,2,209243
2025-12-09,28,43,73,6,2025-12-15,Gana Mas,3,3ro,2,2,2,209418
2025-12-14,11,35,91,6,2025-12-20,New York 2:30,2,2do,1,1,1,209567
2025-12-14,54,35,14,5,2025-12-19,Quiniela Loteka,2,2do,1,1,1,209547
2025-12-16,58,46,84,1,2025-12-17,New York 2:30,1,1ro,4,3,2,209479
2025-12-20,29,41,7,2,2025-12-22,New York 10:30,2,2do,2,2,1,209642
2025-12-20,56,40,41,7,2025-12-27,Quiniela Leidsa,3,3ro,1,1,1,209758
2025-12-27,29,41,44,2,2025-12-29,Quiniela Loteka,3,3ro,1,1,1,209817
2025-12-27,93,41,97,6,2026-01-02,Quiniela Real,1,1ro,1,1,1,209900
2025-12-29,16,27,25,2,2025-12-31,New York 10:30,1,1ro,1,1,1,209878
2025-12-30,28,43,23,1,2025-12-31,New York 2:30,3,3ro,2,2,2,209867
2025-12-30,44,43,35,7,2026-01-06,New York 10:30,2,2do,1,1,1,210037
2025-12-30,77,32,23,4,2026-01-03,Gana Mas,2,2do,1,1,1,209935
2025-12-31,84,47,58,4,2026-01-04,New York 2:30,2,2do,1,1,1,209966
2026-01-02,29,41,70,6,2026-01-08,New York 2:30,3,3ro,1,1,1,210077
2026-01-03,44,43,42,3,2026-01-06,New York 10:30,2,2do,1,1,1,210037
2026-01-03,92,43,76,2,2026-01-05,Gana Mas,2,2do,2,2,2,209991
2026-01-06,56,40,71,4,2026-01-10,New York 10:30,1,1ro,1,1,1,210158
2026-01-07,90,46,42,2,2026-01-09,New York 10:30,3,3ro,2,2,2,210129
2026-01-08,30,39,83,1,2026-01-09,Quiniela Leidsa,2,2do,1,1,1,210124
2026-01-08,94,39,84,1,2026-01-09,Quiniela Leidsa,1,1ro,2,2,2,210124
2026-01-11,20,38,2,2,2026-01-13,Quiniela Leidsa,2,2do,2,2,2,210238
2026-01-12,53,28,44,2,2026-01-14,Loteria Nacional,2,2do,2,2,2,210271
2026-01-13,85,36,52,4,2026-01-17,New York 10:30,1,1ro,2,2,2,210372
2026-01-16,46,39,19,1,2026-01-17,Gana Mas,2,2do,1,1,1,210353
2026-01-16,57,30,91,2,2026-01-18,Quiniela Loteka,2,2do,1,1,1,210398
2026-01-17,9,39,90,3,2026-01-20,New York 2:30,2,2do,1,1,1,210455
2026-01-17,94,39,58,1,2026-01-18,New York 10:30,1,1ro,1,1,1,210403
2026-01-21,87,33,28,1,2026-01-22,New York 10:30,1,1ro,3,3,3,210543
2026-01-23,29,41,90,7,2026-01-30,New York 10:30,2,2do,1,1,1,210797
2026-01-23,93,41,48,4,2026-01-27,Quiniela Real,3,3ro,1,1,1,210686
2026-02-04,68,47,27,1,2026-02-05,Quiniela Leidsa,1,1ro,3,3,3,210977
2026-02-09,19,40,46,2,2026-02-11,New York 2:30,1,1ro,4,4,3,218979
2026-02-09,58,46,94,6,2026-02-15,New York 2:30,3,3ro,1,1,1,219165
2026-02-09,72,40,34,1,2026-02-10,Quiniela Loteka,3,3ro,2,2,2,218948
2026-02-11,7,42,9,7,2026-02-18,Gana Mas,2,2do,1,1,1,219299
2026-02-11,71,42,12,3,2026-02-14,Quiniela Real,3,3ro,2,2,2,219115
2026-02-14,63,38,42,6,2026-02-20,Gana Mas,3,3ro,1,1,1,219388
2026-02-14,73,48,23,1,2026-02-15,Quiniela Loteka,3,3ro,2,2,2,219183
2026-02-15,94,39,84,3,2026-02-18,Quiniela Loteka,3,3ro,2,2,2,219314
2026-02-16,87,33,23,4,2026-02-20,Gana Mas,1,1ro,1,1,1,219388
2026-02-18,53,28,29,4,2026-02-22,New York 10:30,1,1ro,4,3,3,219503
2026-02-23,72,40,26,2,2026-02-25,Quiniela Real,3,3ro,2,2,2,219607
2026-02-24,41,39,89,3,2026-02-27,Quiniela Leidsa,2,2do,1,1,1,219718
2026-02-28,59,44,26,6,2026-03-06,New York 2:30,3,3ro,1,1,1,220013
2026-02-28,70,44,22,4,2026-03-04,New York 10:30,1,1ro,2,2,2,219945
2026-03-02,57,30,11,1,2026-03-03,New York 2:30,2,2do,2,2,2,219878
2026-03-03,44,43,42,2,2026-03-05,Gana Mas,1,1ro,2,2,2,219964
2026-03-04,42,37,22,3,2026-03-07,Quiniela Real,1,1ro,1,1,1,220051
2026-03-04,42,37,70,3,2026-03-07,Quiniela Real,1,1ro,1,1,1,220051
2026-03-05,70,44,29,1,2026-03-06,Quiniela Real,2,2do,2,2,2,220008
2026-03-07,23,42,87,7,2026-03-14,New York 10:30,1,1ro,1,1,1,220394
2026-03-07,71,42,41,3,2026-03-10,Quiniela Loteka,1,1ro,2,1,2,220206
2026-03-12,19,40,86,2,2026-03-14,Quiniela Leidsa,3,3ro,3,3,2,220385
2026-03-12,56,40,12,2,2026-03-14,New York 2:30,2,2do,3,3,3,220364
2026-03-13,19,40,86,1,2026-03-14,Quiniela Leidsa,3,3ro,4,4,3,220385
2026-03-16,44,43,29,1,2026-03-17,New York 10:30,1,1ro,3,3,3,220524
2026-03-17,70,44,29,3,2026-03-20,New York 2:30,3,3ro,1,1,1,220635
2026-03-18,46,39,86,2,2026-03-20,Quiniela Real,2,2do,3,3,3,220632
2026-03-19,68,47,27,2,2026-03-21,Gana Mas,1,1ro,2,2,2,220680
2026-03-23,9,39,44,1,2026-03-24,New York 2:30,3,3ro,2,2,2,220812
2026-03-23,70,44,9,5,2026-03-28,Quiniela Loteka,3,3ro,1,1,1,221005
2026-03-23,94,39,84,1,2026-03-24,Quiniela Real,1,1ro,4,3,3,220809
2026-03-24,9,39,53,2,2026-03-26,Loteria Nacional,2,2do,1,1,1,220924
2026-03-25,35,49,63,2,2026-03-27,Gana Mas,1,1ro,1,1,1,220947
2026-03-26,92,43,68,1,2026-03-27,Quiniela Real,1,1ro,3,3,2,220943
2026-03-27,11,35,57,1,2026-03-28,Gana Mas,3,3ro,2,2,2,220991
2026-03-28,23,42,73,2,2026-03-30,New York 2:30,2,2do,1,1,1,221077
2026-04-04,68,47,92,1,2026-04-05,Quiniela Real,3,3ro,1,1,1,221256
2026-04-05,63,38,90,1,2026-04-06,Quiniela Real,1,1ro,3,2,2,221298
2026-04-06,63,38,22,6,2026-04-12,Quiniela Leidsa,1,1ro,2,1,2,221580
2026-04-09,28,43,23,4,2026-04-13,Quiniela Real,1,1ro,2,2,1,221614
2026-04-09,82,33,65,1,2026-04-10,Loteria Nacional,1,1ro,2,2,2,221497
2026-04-10,87,33,23,7,2026-04-17,Loteria Nacional,1,1ro,1,1,1,221813
2026-04-14,42,37,9,1,2026-04-15,New York 2:30,3,3ro,2,2,2,221704
2026-04-15,87,33,23,2,2026-04-17,Loteria Nacional,1,1ro,2,2,2,221813
2026-04-16,83,49,3,4,2026-04-20,Quiniela Real,2,2do,1,1,1,221917
2026-04-22,58,46,94,4,2026-04-26,Gana Mas,1,1ro,3,2,3,222193
2026-04-22,74,46,31,2,2026-04-24,Quiniela Leidsa,3,3ro,2,2,2,222115
2026-04-23,44,43,70,3,2026-04-26,New York 10:30,3,3ro,1,1,1,222216
2026-04-23,81,43,85,6,2026-04-29,Quiniela Loteka,1,1ro,1,1,1,222340
2026-04-25,44,43,35,1,2026-04-26,New York 10:30,3,3ro,1,1,1,222216
2026-04-28,58,46,94,2,2026-04-30,Quiniela Real,1,1ro,2,2,2,222366
2026-04-29,97,52,48,3,2026-05-02,Gana Mas,2,2do,2,1,2,222455
2026-04-30,57,30,91,3,2026-05-03,New York 2:30,2,2do,1,1,1,222498
2026-04-30,94,39,58,1,2026-05-01,Loteria Nacional,1,1ro,2,2,2,222433
2026-05-06,34,51,59,5,2026-05-11,Loteria Nacional,2,2do,1,1,1,222868
2026-05-06,86,35,19,3,2026-05-09,Gana Mas,3,3ro,1,1,1,222765
2026-05-08,34,51,72,3,2026-05-11,Loteria Nacional,2,2do,1,1,1,222868
2026-05-09,77,32,73,4,2026-05-13,Quiniela Real,3,3ro,1,1,1,222936
2026-05-10,29,41,70,6,2026-05-16,New York 10:30,2,2do,1,1,1,223095
2026-05-10,63,38,70,2,2026-05-12,Loteria Nacional,3,3ro,1,1,1,222914
2026-05-11,82,33,65,3,2026-05-14,Loteria Nacional,2,2do,2,1,1,223001
2026-05-12,89,48,71,1,2026-05-13,Loteria Nacional,3,3ro,3,2,2,222962
2026-05-14,87,33,28,5,2026-05-19,New York 10:30,1,1ro,1,1,1,223219
2026-05-15,57,30,11,1,2026-05-16,Quiniela Leidsa,2,2do,1,1,1,223089
2026-05-15,57,30,69,1,2026-05-16,Quiniela Leidsa,2,2do,1,1,1,223089
2026-05-17,23,42,77,2,2026-05-19,Quiniela Loteka,1,1ro,1,1,1,223211
2026-05-19,48,36,93,6,2026-05-25,Quiniela Loteka,3,3ro,1,1,1,223479
2026-05-19,85,36,52,4,2026-05-23,Gana Mas,1,1ro,2,2,2,223370
2026-05-19,97,52,93,6,2026-05-25,Gana Mas,1,1ro,1,1,1,223464
2026-05-22,70,44,9,1,2026-05-23,Loteria Nacional,1,1ro,3,2,2,223389
2026-05-23,42,37,70,4,2026-05-27,New York 2:30,3,3ro,3,3,3,223549
2026-05-23,42,37,90,4,2026-05-27,New York 2:30,3,3ro,3,3,3,223549
2026-05-24,69,45,57,6,2026-05-30,Gana Mas,1,1ro,2,2,2,223679
2026-05-27,63,38,53,4,2026-05-31,New York 2:30,3,3ro,1,1,1,223722
2026-05-27,63,38,70,4,2026-05-31,New York 2:30,3,3ro,1,1,1,223722
2026-05-28,35,49,44,1,2026-05-29,Quiniela Loteka,3,3ro,1,1,1,223652
2026-05-28,59,44,26,7,2026-06-04,Quiniela Loteka,3,3ro,1,1,1,223939
2026-05-29,94,39,84,1,2026-05-30,New York 10:30,1,1ro,1,1,1,223703
2026-05-31,25,30,16,4,2026-06-04,New York 2:30,2,2do,1,1,1,223912
2026-05-31,57,30,69,1,2026-06-01,Quiniela Leidsa,1,1ro,5,5,5,223802
2026-06-01,48,36,97,2,2026-06-03,New York 10:30,1,1ro,2,2,2,223894
2026-06-03,73,48,23,2,2026-06-05,New York 10:30,3,3ro,2,2,2,223993
2026-06-03,73,48,28,2,2026-06-05,New York 10:30,3,3ro,2,2,2,223993
2026-06-07,42,37,53,3,2026-06-10,Loteria Nacional,2,2do,4,3,3,224207
2026-06-07,65,52,37,2,2026-06-09,Quiniela Real,1,1ro,2,2,1,224138
2026-06-08,82,33,37,4,2026-06-12,Quiniela Loteka,2,2do,2,2,2,224295
2026-06-10,20,38,2,1,2026-06-11,Quiniela Leidsa,3,3ro,2,2,2,224256
2026-06-10,63,38,7,2,2026-06-12,Quiniela Leidsa,3,3ro,2,2,2,224299
2026-06-11,57,30,69,3,2026-06-14,New York 10:30,1,1ro,1,1,1,224390
2026-06-11,94,39,84,1,2026-06-12,Loteria Nacional,1,1ro,1,1,1,224298
2026-06-12,42,37,53,2,2026-06-14,Gana Mas,2,2do,2,2,2,224368
2026-06-13,83,49,30,1,2026-06-14,Loteria Nacional,3,3ro,2,2,2,224379
2026-06-14,83,49,30,3,2026-06-17,Quiniela Real,2,2do,1,1,1,224492
2026-06-15,35,49,44,3,2026-06-18,New York 10:30,1,1ro,1,1,1,224565
2026-06-15,53,28,44,4,2026-06-19,Quiniela Leidsa,3,3ro,2,2,2,224604
2026-06-17,70,44,63,2,2026-06-19,Quiniela Loteka,3,3ro,6,5,5,224600
2026-06-21,29,41,44,2,2026-06-23,Quiniela Leidsa,1,1ro,1,1,1,224789
2026-06-21,29,41,70,2,2026-06-23,Quiniela Leidsa,1,1ro,1,1,1,224789
2026-06-21,35,49,44,2,2026-06-23,Loteria Nacional,1,1ro,1,1,1,224790
2026-06-21,35,49,70,2,2026-06-23,Loteria Nacional,1,1ro,1,1,1,224790
2026-06-21,75,44,62,4,2026-06-25,Quiniela Leidsa,2,2do,4,3,4,224874
