activation_id,case_date,year,origin,origin_lottery,origin_draw_position,origin_source,fuerte,confirmer,confirmer_lottery,confirmer_draw_position,confirmer_source,t1_candidates,t1_group_fuerte,t1_pos_fuerte,t2_group_fuerte,t2_pos_fuerte,t2_pos_confirmer,n_confirmers,n_fuertes_same_day,other_fuertes,fuerte_appeared,first_day_offset,first_lottery,first_draw_position,fuerte_appearance_count,methodology
2021-11-04|30|57|11,2021-11-04,2021,30,Quiniela Real,1,35293,57,11,New York 2:30,1,46796,25|57,25|57,2,11|57|69|91,2,1,1,1,,True,4,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2021-11-05|36|32|45,2021-11-05,2021,36,Quiniela Real,1,35292,32,45,New York 2:30,1,46795,32|48|64|85,32|48|64|85,1,32|45,1,2,1,1,,True,1,Loteria Nacional,1,5,nr-historical-relations-j1.0.0
2021-11-08|48|73|28,2021-11-08,2021,48,Quiniela Real,1,35289,73,28,Loteria Nacional,1,108495,73|89,73|89,1,23|28|73|77|87,3,2,1,1,,True,1,New York 10:30,3,2,nr-historical-relations-j1.0.0
2021-11-09|37|42|44,2021-11-09,2021,37,Loteria Nacional,1,108494,42,44,Gana Mas,1,162437,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,7,1,1,,True,3,New York 2:30,1,3,nr-historical-relations-j1.0.0
2021-11-11|44|22|29,2021-11-11,2021,44,Gana Mas,3,162435,22,29,Loteria Nacional,1,108492,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,4,1,2,70,True,3,Quiniela Real,2,2,nr-historical-relations-j1.0.0
2021-11-11|44|70|22,2021-11-11,2021,44,Gana Mas,3,162435,70,22,New York 10:30,1,49252,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,3,2,2,22,False,,,,0,nr-historical-relations-j1.0.0
2021-11-11|44|70|29,2021-11-11,2021,44,Gana Mas,3,162435,70,29,Loteria Nacional,1,108492,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,4,2,2,22,False,,,,0,nr-historical-relations-j1.0.0
2021-11-13|39|9|90,2021-11-13,2021,39,New York 10:30,1,49250,9,90,Loteria Nacional,1,108490,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,11,1,2,42,False,,,,0,nr-historical-relations-j1.0.0
2021-11-13|37|42|90,2021-11-13,2021,37,Quiniela Loteka,1,539,42,90,Loteria Nacional,1,108490,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,11,1,2,9,True,2,Quiniela Leidsa,3,3,nr-historical-relations-j1.0.0
2021-11-14|34|1|10,2021-11-14,2021,34,Quiniela Loteka,1,538,1,10,New York 2:30,1,46786,1|17|33|49|76,1|17|33|49|76,1,1|10|100,1,2,1,1,,True,3,Quiniela Real,1,3,nr-historical-relations-j1.0.0
2021-11-18|28|53|63,2021-11-18,2021,28,Quiniela Leidsa,1,115979,53,63,Quiniela Loteka,1,534,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,9,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-11-21|35|54|14,2021-11-21,2021,35,Quiniela Real,1,35276,54,14,Loteria Nacional,1,108482,6|11|43|54|86,6|11|43|54|86,4,14|54,2,1,1,1,,True,1,Quiniela Leidsa,3,3,nr-historical-relations-j1.0.0
2021-11-24|43|28|87,2021-11-24,2021,43,Gana Mas,1,162424,28,87,New York 2:30,1,46776,12|28|44|60|81|92,12|28|44|60|81|92,2,23|28|73|77|87,2,5,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-11-25|41|29|9,2021-11-25,2021,41,Gana Mas,1,162423,29,9,New York 10:30,1,49238,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,2,2,1,,True,6,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2021-11-25|41|29|90,2021-11-25,2021,41,Gana Mas,1,162423,29,90,Loteria Nacional,1,108478,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,11,2,1,,True,6,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2021-11-26|43|81|85,2021-11-26,2021,43,Quiniela Leidsa,1,115971,81,85,New York 10:30,1,49237,12|28|44|60|81|92,12|28|44|60|81|92,5,52|81|85,2,3,1,1,,True,3,Gana Mas,1,1,nr-historical-relations-j1.0.0
2021-11-27|37|42|22,2021-11-27,2021,37,Quiniela Real,1,35270,42,22,New York 10:30,1,49236,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,3,1,3,44|72,True,2,New York 2:30,2,2,nr-historical-relations-j1.0.0
2021-11-27|43|44|22,2021-11-27,2021,43,Loteria Nacional,1,108476,44,22,New York 10:30,1,49236,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,3,1,3,42|72,False,,,,0,nr-historical-relations-j1.0.0
2021-11-27|40|72|34,2021-11-27,2021,40,Gana Mas,1,162421,72,34,Quiniela Loteka,1,525,8|19|51|56|67|72,8|19|51|56|67|72,6,26|34|59|72,4,2,1,3,42|44,True,1,New York 2:30,2,3,nr-historical-relations-j1.0.0
2021-12-01|39|41|56,2021-12-01,2021,39,New York 10:30,1,49232,41,56,Gana Mas,1,162417,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,3,1,1,,True,2,New York 2:30,2,1,nr-historical-relations-j1.0.0
2021-12-02|36|32|45,2021-12-02,2021,36,Quiniela Loteka,1,520,32,45,Quiniela Real,1,35265,32|48|64|85,32|48|64|85,1,32|45,1,2,1,1,,True,3,Loteria Nacional,2,3,nr-historical-relations-j1.0.0
2021-12-04|39|30|83,2021-12-04,2021,39,New York 2:30,1,46766,30,83,Quiniela Leidsa,1,115963,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,3,3|30|83,2,3,1,1,,True,6,New York 10:30,1,1,nr-historical-relations-j1.0.0
2021-12-06|39|9|7,2021-12-06,2021,39,Quiniela Loteka,1,516,9,7,Quiniela Leidsa,1,115961,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,1,1,2,41,True,1,Quiniela Leidsa,2,2,nr-historical-relations-j1.0.0
2021-12-06|39|41|89,2021-12-06,2021,39,Quiniela Loteka,1,516,41,89,Loteria Nacional,1,108467,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,5,1,2,9,False,,,,0,nr-historical-relations-j1.0.0
2021-12-07|43|28|23,2021-12-07,2021,43,Loteria Nacional,1,108466,28,23,Quiniela Real,1,35260,12|28|44|60|81|92,12|28|44|60|81|92,2,23|28|73|77|87,2,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-12-08|39|30|83,2021-12-08,2021,39,Quiniela Loteka,1,514,30,83,New York 2:30,1,46762,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,3,3|30|83,2,3,1,2,41,True,2,New York 10:30,1,1,nr-historical-relations-j1.0.0
2021-12-08|39|41|12,2021-12-08,2021,39,Quiniela Loteka,1,514,41,12,Quiniela Leidsa,1,115959,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,1,1,2,30,False,,,,0,nr-historical-relations-j1.0.0
2021-12-09|38|63|7,2021-12-09,2021,38,Quiniela Real,1,35258,63,7,Gana Mas,1,162410,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,1,1,1,,True,5,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2021-12-13|37|42|90,2021-12-13,2021,37,New York 10:30,1,49220,42,90,Quiniela Loteka,1,509,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,11,1,2,72,False,,,,0,nr-historical-relations-j1.0.0
2021-12-13|40|72|26,2021-12-13,2021,40,Loteria Nacional,1,108460,72,26,Quiniela Leidsa,1,115954,8|19|51|56|67|72,8|19|51|56|67|72,6,26|34|59|72,4,1,1,2,42,True,7,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2021-12-16|49|35|70,2021-12-16,2021,49,Quiniela Loteka,1,506,35,70,Loteria Nacional,1,108457,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,10,1,1,,True,5,New York 10:30,1,2,nr-historical-relations-j1.0.0
2021-12-17|49|35|29,2021-12-17,2021,49,New York 10:30,1,49216,35,29,Quiniela Leidsa,1,115950,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,4,1,1,,True,4,New York 10:30,1,2,nr-historical-relations-j1.0.0
2021-12-21|42|7|35,2021-12-21,2021,42,Quiniela Leidsa,1,115946,7,35,New York 10:30,1,49212,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,5,1,2,44,False,,,,0,nr-historical-relations-j1.0.0
2021-12-21|43|44|35,2021-12-21,2021,43,Loteria Nacional,1,108452,44,35,New York 10:30,1,49212,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,5,2,2,7,True,5,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2021-12-21|43|44|42,2021-12-21,2021,43,Loteria Nacional,1,108452,44,42,Quiniela Leidsa,1,115946,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,6,2,2,7,True,5,Quiniela Real,3,1,nr-historical-relations-j1.0.0
2021-12-22|37|42|9,2021-12-22,2021,37,Quiniela Real,1,35245,42,9,New York 10:30,1,49211,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-12-23|40|67|79,2021-12-23,2021,40,New York 2:30,1,46747,67,79,Gana Mas,1,162397,8|19|51|56|67|72,8|19|51|56|67|72,5,67|79|88,1,2,1,2,77,True,3,Gana Mas,3,2,nr-historical-relations-j1.0.0
2021-12-23|32|77|87,2021-12-23,2021,32,Quiniela Real,1,35244,77,87,Quiniela Leidsa,1,115944,77,77,1,23|28|73|77|87,4,5,1,2,67,True,5,New York 10:30,1,5,nr-historical-relations-j1.0.0
2021-12-27|37|10|1,2021-12-27,2021,37,Gana Mas,1,162395,10,1,Quiniela Loteka,1,496,5|10|42,5|10|42,2,1|10|100,2,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2021-12-31|28|26|72,2021-12-31,2021,28,Quiniela Real,1,35236,26,72,Quiniela Loteka,1,492,21|26|53,21|26|53,2,26|34|59|72,1,4,1,1,,True,6,Loteria Nacional,3,1,nr-historical-relations-j1.0.0
2022-01-02|42|7|29,2022-01-02,2022,42,Loteria Nacional,1,108444,7,29,New York 10:30,1,49200,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,4,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2022-01-06|34|1|10,2022-01-06,2022,34,Quiniela Real,1,35230,1,10,Quiniela Loteka,1,487,1|17|33|49|76,1|17|33|49|76,1,1|10|100,1,2,1,2,76,True,2,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2022-01-06|34|76|92,2022-01-06,2022,34,Quiniela Real,1,35230,76,92,Quiniela Leidsa,1,115934,1|17|33|49|76,1|17|33|49|76,5,27|68|76|92,3,4,1,2,1,False,,,,0,nr-historical-relations-j1.0.0
2022-01-08|42|7|9,2022-01-08,2022,42,Quiniela Leidsa,1,115932,7,9,Gana Mas,1,162385,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,2,1,3,23|71,True,3,New York 2:30,2,1,nr-historical-relations-j1.0.0
2022-01-08|42|23|77,2022-01-08,2022,42,Quiniela Leidsa,1,115932,23,77,Quiniela Real,1,35228,7|18|23|50|55|66|71,7|18|23|50|55|66|71,3,23|28|73|77|87,1,4,1,3,7|71,True,3,Quiniela Loteka,3,3,nr-historical-relations-j1.0.0
2022-01-08|42|71|56,2022-01-08,2022,42,Quiniela Leidsa,1,115932,71,56,New York 10:30,1,49194,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,3,1,3,7|23,True,3,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2022-01-12|42|7|29,2022-01-12,2022,42,Quiniela Real,1,35224,7,29,Gana Mas,1,162382,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,4,2,1,,True,6,New York 10:30,1,1,nr-historical-relations-j1.0.0
2022-01-12|42|7|53,2022-01-12,2022,42,Quiniela Real,1,35224,7,53,New York 2:30,1,46727,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,8,2,1,,True,6,New York 10:30,1,1,nr-historical-relations-j1.0.0
2022-01-13|51|34|26,2022-01-13,2022,51,New York 2:30,1,46726,34,26,Quiniela Real,1,35223,34|98,34|98,1,26|34|59|72,2,1,1,1,,True,1,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2022-01-20|49|35|9,2022-01-20,2022,49,Loteria Nacional,1,108426,35,9,New York 10:30,1,49182,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,2,2,1,,True,1,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2022-01-20|49|35|22,2022-01-20,2022,49,Loteria Nacional,1,108426,35,22,Quiniela Leidsa,1,115920,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,3,2,1,,True,1,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2022-01-21|37|42|35,2022-01-21,2022,37,Quiniela Loteka,1,472,42,35,Quiniela Real,1,35215,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,5,1,3,44|54,True,1,Quiniela Leidsa,1,2,nr-historical-relations-j1.0.0
2022-01-21|43|44|35,2022-01-21,2022,43,New York 10:30,1,49181,44,35,Quiniela Real,1,35215,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,5,1,3,42|54,True,1,Gana Mas,2,4,nr-historical-relations-j1.0.0
2022-01-21|35|54|14,2022-01-21,2022,35,Quiniela Real,1,35215,54,14,New York 2:30,1,46718,6|11|43|54|86,6|11|43|54|86,4,14|54,2,1,1,3,42|44,True,4,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2022-01-22|42|23|73,2022-01-22,2022,42,Quiniela Leidsa,1,115918,23,73,Gana Mas,1,162373,7|18|23|50|55|66|71,7|18|23|50|55|66|71,3,23|28|73|77|87,1,3,2,1,,True,2,Quiniela Real,1,3,nr-historical-relations-j1.0.0
2022-01-22|42|23|87,2022-01-22,2022,42,Quiniela Leidsa,1,115918,23,87,New York 2:30,1,46717,7|18|23|50|55|66|71,7|18|23|50|55|66|71,3,23|28|73|77|87,1,5,2,1,,True,2,Quiniela Real,1,3,nr-historical-relations-j1.0.0
2022-01-25|44|22|7,2022-01-25,2022,44,Loteria Nacional,1,108422,22,7,Quiniela Leidsa,1,115915,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,1,1,2,70,True,5,Gana Mas,2,1,nr-historical-relations-j1.0.0
2022-01-25|44|70|7,2022-01-25,2022,44,Loteria Nacional,1,108422,70,7,Quiniela Leidsa,1,115915,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,1,1,2,22,True,4,Quiniela Loteka,2,2,nr-historical-relations-j1.0.0
2022-01-26|33|87|23,2022-01-26,2022,33,Quiniela Real,1,35210,87,23,Quiniela Loteka,1,467,2|39|82|87,2|39|82|87,4,23|28|73|77|87,5,1,1,1,,True,3,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2022-01-27|39|9|44,2022-01-27,2022,39,New York 10:30,1,49175,9,44,Gana Mas,1,162368,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,7,1,2,68,True,7,New York 10:30,2,1,nr-historical-relations-j1.0.0
2022-01-27|47|68|76,2022-01-27,2022,47,Quiniela Loteka,1,466,68,76,Quiniela Leidsa,1,115913,4|36|68|79|84,4|36|68|79|84,3,27|68|76|92,2,3,2,2,9,True,5,New York 10:30,2,1,nr-historical-relations-j1.0.0
2022-01-27|47|68|92,2022-01-27,2022,47,Quiniela Loteka,1,466,68,92,Quiniela Real,1,35209,4|36|68|79|84,4|36|68|79|84,3,27|68|76|92,2,4,2,2,9,True,5,New York 10:30,2,1,nr-historical-relations-j1.0.0
2022-01-29|48|73|23,2022-01-29,2022,48,New York 2:30,1,46710,73,23,New York 10:30,1,49173,73|89,73|89,1,23|28|73|77|87,3,1,1,3,89|93,True,1,New York 2:30,2,1,nr-historical-relations-j1.0.0
2022-01-29|48|89|12,2022-01-29,2022,48,New York 2:30,1,46710,89,12,Quiniela Leidsa,1,115911,73|89,73|89,2,12|41|56|71|89,5,1,2,3,73|93,True,5,New York 10:30,3,2,nr-historical-relations-j1.0.0
2022-01-29|48|89|41,2022-01-29,2022,48,New York 2:30,1,46710,89,41,Quiniela Real,1,35207,73|89,73|89,2,12|41|56|71|89,5,2,2,3,73|93,True,5,New York 10:30,3,2,nr-historical-relations-j1.0.0
2022-01-29|41|93|48,2022-01-29,2022,41,Quiniela Real,1,35207,93,48,New York 2:30,1,46710,13|29|93,13|29|93,3,48|93|97,2,1,1,3,73|89,True,4,Quiniela Leidsa,3,1,nr-historical-relations-j1.0.0
2022-01-31|28|26|59,2022-01-31,2022,28,Quiniela Real,1,35205,26,59,Gana Mas,1,162364,21|26|53,21|26|53,2,26|34|59|72,1,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2022-02-02|48|73|23,2022-02-02,2022,48,Gana Mas,1,162362,73,23,Quiniela Loteka,1,460,73|89,73|89,1,23|28|73|77|87,3,1,1,2,89,False,,,,0,nr-historical-relations-j1.0.0
2022-02-02|48|89|71,2022-02-02,2022,48,Gana Mas,1,162362,89,71,New York 10:30,1,49169,73|89,73|89,2,12|41|56|71|89,5,4,1,2,73,True,1,New York 10:30,3,2,nr-historical-relations-j1.0.0
2022-02-05|36|85|81,2022-02-05,2022,36,Quiniela Real,1,35200,85,81,New York 10:30,1,49166,32|48|64|85,32|48|64|85,4,52|81|85,3,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2022-02-07|33|82|65,2022-02-07,2022,33,Quiniela Loteka,1,455,82,65,Quiniela Leidsa,1,115902,2|39|82|87,2|39|82|87,3,37|65|82,3,2,1,1,,True,2,New York 2:30,2,2,nr-historical-relations-j1.0.0
2022-02-08|26|27|92,2022-02-08,2022,26,Gana Mas,1,162356,27,92,New York 2:30,1,46700,27|38,27|38,1,27|68|76|92,1,4,1,2,44,True,3,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2022-02-08|43|44|22,2022-02-08,2022,43,Quiniela Real,1,35197,44,22,Loteria Nacional,1,108408,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,3,2,2,27,True,5,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2022-02-08|43|44|53,2022-02-08,2022,43,Quiniela Real,1,35197,44,53,Quiniela Leidsa,1,115901,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,8,2,2,27,True,5,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2022-02-15|43|92|27,2022-02-15,2022,43,Quiniela Loteka,1,447,92,27,New York 10:30,1,49156,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,1,2,1,,True,1,New York 2:30,2,1,nr-historical-relations-j1.0.0
2022-02-15|43|92|68,2022-02-15,2022,43,Quiniela Loteka,1,447,92,68,Gana Mas,1,162349,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,2,2,1,,True,1,New York 2:30,2,1,nr-historical-relations-j1.0.0
2022-02-16|39|9|22,2022-02-16,2022,39,Quiniela Real,1,35189,9,22,Gana Mas,1,162348,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,3,1,2,46,True,3,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2022-02-16|39|46|86,2022-02-16,2022,39,Quiniela Real,1,35189,46,86,New York 10:30,1,49155,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,5,19|46|86,2,3,1,2,9,True,7,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2022-02-22|49|40|4,2022-02-22,2022,49,Quiniela Loteka,1,440,40,4,Gana Mas,1,162342,35|40|83,35|40|83,2,4|40,2,1,1,2,48,True,3,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2022-02-22|36|48|93,2022-02-22,2022,36,Quiniela Leidsa,1,115887,48,93,Quiniela Real,1,35183,32|48|64|85,32|48|64|85,2,48|93|97,1,2,1,2,40,True,3,New York 10:30,1,4,nr-historical-relations-j1.0.0
2022-02-24|43|12|89,2022-02-24,2022,43,Quiniela Real,1,35181,12,89,Quiniela Loteka,1,438,12|28|44|60|81|92,12|28|44|60|81|92,1,12|41|56|71|89,1,5,1,3,44|92,False,,,,0,nr-historical-relations-j1.0.0
2022-02-24|43|44|7,2022-02-24,2022,43,Quiniela Real,1,35181,44,7,New York 10:30,1,49147,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,1,2,3,12|92,True,3,Quiniela Real,3,3,nr-historical-relations-j1.0.0
2022-02-24|43|44|70,2022-02-24,2022,43,Quiniela Real,1,35181,44,70,Gana Mas,1,162340,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,10,2,3,12|92,True,3,Quiniela Real,3,3,nr-historical-relations-j1.0.0
2022-02-24|43|92|27,2022-02-24,2022,43,Quiniela Real,1,35181,92,27,New York 2:30,1,46684,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,1,1,3,12|44,False,,,,0,nr-historical-relations-j1.0.0
2022-02-25|41|13|17,2022-02-25,2022,41,Loteria Nacional,1,108391,13,17,New York 2:30,1,46683,13|29|93,13|29|93,1,13|17,1,2,1,4,56|89|93,True,4,Loteria Nacional,2,2,nr-historical-relations-j1.0.0
2022-02-25|40|56|41,2022-02-25,2022,40,Quiniela Real,1,35180,56,41,Loteria Nacional,1,108391,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,2,1,4,13|89|93,False,,,,0,nr-historical-relations-j1.0.0
2022-02-25|48|89|41,2022-02-25,2022,48,New York 10:30,1,49146,89,41,Loteria Nacional,1,108391,73|89,73|89,2,12|41|56|71|89,5,2,1,4,13|56|93,True,3,Quiniela Loteka,3,1,nr-historical-relations-j1.0.0
2022-02-25|41|93|48,2022-02-25,2022,41,Loteria Nacional,1,108391,93,48,New York 10:30,1,49146,13|29|93,13|29|93,3,48|93|97,2,1,1,4,13|56|89,True,1,Quiniela Leidsa,1,2,nr-historical-relations-j1.0.0
2022-02-26|41|29|22,2022-02-26,2022,41,New York 10:30,1,49145,29,22,Gana Mas,1,162338,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,3,1,1,,True,4,Quiniela Loteka,3,4,nr-historical-relations-j1.0.0
2022-02-28|28|26|72,2022-02-28,2022,28,Quiniela Leidsa,1,115881,26,72,Loteria Nacional,1,108389,21|26|53,21|26|53,2,26|34|59|72,1,4,1,5,53|59|63|70,True,7,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2022-02-28|28|53|22,2022-02-28,2022,28,Quiniela Leidsa,1,115881,53,22,New York 2:30,1,46680,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,3,2,5,26|59|63|70,True,1,Gana Mas,2,1,nr-historical-relations-j1.0.0
2022-02-28|28|53|44,2022-02-28,2022,28,Quiniela Leidsa,1,115881,53,44,New York 10:30,1,49143,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,7,2,5,26|59|63|70,True,1,Gana Mas,2,1,nr-historical-relations-j1.0.0
2022-02-28|44|59|26,2022-02-28,2022,44,New York 10:30,1,49143,59,26,Gana Mas,2,162337,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,1,2,5,26|53|63|70,False,,,,0,nr-historical-relations-j1.0.0
2022-02-28|44|59|72,2022-02-28,2022,44,New York 10:30,1,49143,59,72,Loteria Nacional,1,108389,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,4,2,5,26|53|63|70,False,,,,0,nr-historical-relations-j1.0.0
2022-02-28|38|63|22,2022-02-28,2022,38,Quiniela Loteka,1,434,63,22,New York 2:30,1,46680,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,3,2,5,26|53|59|70,True,5,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2022-02-28|38|63|44,2022-02-28,2022,38,Quiniela Loteka,1,434,63,44,New York 10:30,1,49143,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,7,2,5,26|53|59|70,True,5,Quiniela Leidsa,2,1,nr-historical-relations-j1.0.0
2022-02-28|44|70|22,2022-02-28,2022,44,New York 10:30,1,49143,70,22,New York 2:30,1,46680,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,3,1,5,26|53|59|63,True,1,Quiniela Real,2,3,nr-historical-relations-j1.0.0
2022-03-01|44|70|22,2022-03-01,2022,44,Quiniela Loteka,1,433,70,22,Gana Mas,1,162336,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,3,1,2,75,True,2,Quiniela Leidsa,2,2,nr-historical-relations-j1.0.0
2022-03-01|44|75|62,2022-03-01,2022,44,Quiniela Loteka,1,433,75,62,New York 10:30,1,49142,22|59|70|75|91,22|59|70|75|91,4,62|75,2,1,1,2,70,False,,,,0,nr-historical-relations-j1.0.0
2022-03-03|43|44|7,2022-03-03,2022,43,Quiniela Loteka,1,431,44,7,Quiniela Real,1,35174,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,1,1,2,81,True,2,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2022-03-03|43|81|52,2022-03-03,2022,43,Quiniela Loteka,1,431,81,52,Loteria Nacional,1,108386,12|28|44|60|81|92,12|28|44|60|81|92,5,52|81|85,2,1,1,2,44,True,2,New York 2:30,1,3,nr-historical-relations-j1.0.0
2022-03-05|44|22|7,2022-03-05,2022,44,Quiniela Real,1,35172,22,7,Quiniela Leidsa,1,115876,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,1,1,4,70|74|90,True,4,New York 2:30,2,2,nr-historical-relations-j1.0.0
2022-03-05|44|70|7,2022-03-05,2022,44,Quiniela Real,1,35172,70,7,Quiniela Leidsa,1,115876,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,1,1,4,22|74|90,True,2,Quiniela Loteka,3,2,nr-historical-relations-j1.0.0
2022-03-05|46|74|31,2022-03-05,2022,46,New York 10:30,1,49138,74,31,Loteria Nacional,1,108384,37|58|74|90,37|58|74|90,3,31|74,2,1,1,4,22|70|90,False,,,,0,nr-historical-relations-j1.0.0
