activation_id,case_date,year,origin,origin_lottery,origin_draw_position,origin_source,fuerte,confirmer,confirmer_lottery,confirmer_draw_position,confirmer_source,t1_candidates,t1_group_fuerte,t1_pos_fuerte,t2_group_fuerte,t2_pos_fuerte,t2_pos_confirmer,n_confirmers,n_fuertes_same_day,other_fuertes,fuerte_appeared,first_day_offset,first_lottery,first_draw_position,fuerte_appearance_count,methodology
2023-08-29|28|26|59,2023-08-29,2023,28,Quiniela Leidsa,1,143843,26,59,New York 2:30,1,143851,21|26|53,21|26|53,2,26|34|59|72,1,3,1,2,53,True,6,New York 10:30,3,2,nr-historical-relations-j1.0.0
2023-08-29|28|53|7,2023-08-29,2023,28,Quiniela Leidsa,1,143843,53,7,Quiniela Loteka,1,143844,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,1,2,2,26,True,2,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2023-08-29|28|53|70,2023-08-29,2023,28,Quiniela Leidsa,1,143843,53,70,New York 10:30,1,143852,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,10,2,2,26,True,2,Loteria Nacional,2,1,nr-historical-relations-j1.0.0
2023-08-30|52|65|82,2023-08-30,2023,52,Quiniela Real,1,143865,65,82,Quiniela Loteka,1,143859,65|97,65|97,1,37|65|82,2,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-08-31|43|92|27,2023-08-31,2023,43,Quiniela Loteka,1,143875,92,27,Gana Mas,1,161819,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,1,1,1,,True,6,Quiniela Loteka,2,2,nr-historical-relations-j1.0.0
2023-09-01|36|85|52,2023-09-01,2023,36,New York 10:30,1,143899,85,52,Loteria Nacional,1,143889,32|48|64|85,32|48|64|85,4,52|81|85,3,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-09-02|34|1|10,2023-09-02,2023,34,Quiniela Leidsa,1,143905,1,10,Quiniela Real,1,143912,1|17|33|49|76,1|17|33|49|76,1,1|10|100,1,2,1,1,,True,6,New York 2:30,3,2,nr-historical-relations-j1.0.0
2023-09-03|35|11|57,2023-09-03,2023,35,Quiniela Leidsa,1,150552,11,57,Gana Mas,1,161816,6|11|43|54|86,6|11|43|54|86,2,11|57|69|91,1,2,1,1,,True,7,New York 10:30,2,2,nr-historical-relations-j1.0.0
2023-09-04|42|7|35,2023-09-04,2023,42,New York 10:30,1,150576,7,35,Loteria Nacional,1,150562,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,5,1,3,9|35,True,4,Loteria Nacional,1,2,nr-historical-relations-j1.0.0
2023-09-04|39|9|35,2023-09-04,2023,39,Quiniela Leidsa,1,150567,9,35,Loteria Nacional,1,150562,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,5,2,3,7|35,True,1,Loteria Nacional,1,5,nr-historical-relations-j1.0.0
2023-09-04|39|9|42,2023-09-04,2023,39,Quiniela Leidsa,1,150567,9,42,New York 10:30,1,150576,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,6,2,3,7|35,True,1,Loteria Nacional,1,5,nr-historical-relations-j1.0.0
2023-09-04|49|35|42,2023-09-04,2023,49,Quiniela Real,1,150561,35,42,New York 10:30,1,150576,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,6,1,3,7|9,False,,,,0,nr-historical-relations-j1.0.0
2023-09-05|37|42|9,2023-09-05,2023,37,Gana Mas,1,161814,42,9,Loteria Nacional,1,150579,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,2,1,1,,True,7,New York 10:30,1,1,nr-historical-relations-j1.0.0
2023-09-06|43|12|41,2023-09-06,2023,43,New York 2:30,1,150610,12,41,Quiniela Loteka,1,150603,12|28|44|60|81|92,12|28|44|60|81|92,1,12|41|56|71|89,1,2,1,3,68|92,True,1,Quiniela Leidsa,1,1,nr-historical-relations-j1.0.0
2023-09-06|47|68|76,2023-09-06,2023,47,Loteria Nacional,1,150596,68,76,Quiniela Real,1,150609,4|36|68|79|84,4|36|68|79|84,3,27|68|76|92,2,3,1,3,12|92,True,2,Gana Mas,3,3,nr-historical-relations-j1.0.0
2023-09-06|43|92|76,2023-09-06,2023,43,New York 2:30,1,150610,92,76,Quiniela Real,1,150609,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,3,1,3,12|68,True,1,Loteria Nacional,3,2,nr-historical-relations-j1.0.0
2023-09-07|41|29|9,2023-09-07,2023,41,Gana Mas,1,161812,29,9,New York 10:30,1,150630,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-09-09|31|88|79,2023-09-09,2023,31,New York 10:30,1,150667,88,79,Loteria Nacional,1,150650,3|24|88|99,3|24|88|99,3,67|79|88,3,2,1,1,,True,7,Quiniela Loteka,2,1,nr-historical-relations-j1.0.0
2023-09-11|28|26|72,2023-09-11,2023,28,Quiniela Leidsa,1,150687,26,72,New York 2:30,1,150698,21|26|53,21|26|53,2,26|34|59|72,1,4,1,1,,True,5,Quiniela Leidsa,1,1,nr-historical-relations-j1.0.0
2023-09-12|34|1|10,2023-09-12,2023,34,Loteria Nacional,1,150701,1,10,Quiniela Leidsa,1,150706,1|17|33|49|76,1|17|33|49|76,1,1|10|100,1,2,1,3,7|71,False,,,,0,nr-historical-relations-j1.0.0
2023-09-12|42|7|53,2023-09-12,2023,42,New York 10:30,1,150715,7,53,Quiniela Loteka,1,150707,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,8,1,3,1|71,False,,,,0,nr-historical-relations-j1.0.0
2023-09-12|42|71|56,2023-09-12,2023,42,New York 10:30,1,150715,71,56,New York 2:30,1,150714,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,3,1,3,1|7,True,3,Gana Mas,1,2,nr-historical-relations-j1.0.0
2023-09-13|28|53|90,2023-09-13,2023,28,New York 2:30,1,150728,53,90,Quiniela Loteka,1,150720,21|26|53,21|26|53,3,7|9|22|29|35|42|44|53|63|70|90,8,11,1,2,87,True,4,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2023-09-13|33|87|28,2023-09-13,2023,33,Loteria Nacional,1,150718,87,28,New York 2:30,1,150728,2|39|82|87,2|39|82|87,4,23|28|73|77|87,5,2,1,2,53,True,3,New York 2:30,1,2,nr-historical-relations-j1.0.0
2023-09-14|34|76|68,2023-09-14,2023,34,Quiniela Loteka,1,150744,76,68,New York 10:30,1,150753,1|17|33|49|76,1|17|33|49|76,5,27|68|76|92,3,2,2,2,85,True,4,Gana Mas,3,2,nr-historical-relations-j1.0.0
2023-09-14|34|76|92,2023-09-14,2023,34,Quiniela Loteka,1,150744,76,92,New York 2:30,1,150741,1|17|33|49|76,1|17|33|49|76,5,27|68|76|92,3,4,2,2,85,True,4,Gana Mas,3,2,nr-historical-relations-j1.0.0
2023-09-14|36|85|81,2023-09-14,2023,36,Quiniela Leidsa,1,150746,85,81,Loteria Nacional,1,150745,32|48|64|85,32|48|64|85,4,52|81|85,3,2,1,2,76,False,,,,0,nr-historical-relations-j1.0.0
2023-09-15|49|83|30,2023-09-15,2023,49,Quiniela Real,1,150755,83,30,New York 10:30,1,150772,35|40|83,35|40|83,3,3|30|83,3,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-09-16|26|27|92,2023-09-16,2023,26,Quiniela Leidsa,1,150775,27,92,Quiniela Real,1,150786,27|38,27|38,1,27|68|76|92,1,4,1,2,68,True,7,Quiniela Loteka,2,1,nr-historical-relations-j1.0.0
2023-09-16|47|68|92,2023-09-16,2023,47,Gana Mas,1,161803,68,92,Quiniela Real,1,150786,4|36|68|79|84,4|36|68|79|84,3,27|68|76|92,2,4,1,2,27,False,,,,0,nr-historical-relations-j1.0.0
2023-09-17|49|83|3,2023-09-17,2023,49,Quiniela Leidsa,1,150793,83,3,New York 10:30,1,150805,35|40|83,35|40|83,3,3|30|83,3,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-09-18|41|29|9,2023-09-18,2023,41,New York 10:30,1,150822,29,9,Quiniela Leidsa,1,150827,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,2,2,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-09-18|41|29|22,2023-09-18,2023,41,New York 10:30,1,150822,29,22,Quiniela Loteka,1,150815,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,3,2,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-09-20|32|77|23,2023-09-20,2023,32,New York 10:30,1,150860,77,23,New York 2:30,1,150853,77,77,1,23|28|73|77|87,4,1,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-09-22|47|4|40,2023-09-22,2023,47,Quiniela Leidsa,1,150884,4,40,Quiniela Loteka,1,150886,4|36|68|79|84,4|36|68|79|84,1,4|40,1,2,1,2,35,True,3,New York 10:30,1,1,nr-historical-relations-j1.0.0
2023-09-22|49|35|63,2023-09-22,2023,49,Loteria Nacional,1,150880,35,63,New York 2:30,1,150892,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,9,1,2,4,False,,,,0,nr-historical-relations-j1.0.0
2023-09-23|52|65|82,2023-09-23,2023,52,New York 10:30,1,150911,65,82,Quiniela Real,1,150909,65|97,65|97,1,37|65|82,2,3,1,1,,True,3,Gana Mas,3,2,nr-historical-relations-j1.0.0
2023-09-25|37|10|1,2023-09-25,2023,37,New York 2:30,1,150943,10,1,Quiniela Loteka,1,150934,5|10|42,5|10|42,2,1|10|100,2,1,1,2,65,True,1,Quiniela Loteka,1,2,nr-historical-relations-j1.0.0
2023-09-25|52|65|37,2023-09-25,2023,52,Gana Mas,1,161795,65,37,New York 2:30,1,150943,65|97,65|97,1,37|65|82,2,1,2,2,10,True,1,Gana Mas,3,2,nr-historical-relations-j1.0.0
2023-09-25|52|65|82,2023-09-25,2023,52,Gana Mas,1,161795,65,82,Quiniela Leidsa,1,150932,65|97,65|97,1,37|65|82,2,3,2,2,10,True,1,Gana Mas,3,2,nr-historical-relations-j1.0.0
2023-09-27|37|5|50,2023-09-27,2023,37,Quiniela Loteka,1,150970,5,50,Gana Mas,1,161793,5|10|42,5|10|42,1,5|50,1,2,1,3,42|85,True,3,Quiniela Loteka,3,2,nr-historical-relations-j1.0.0
2023-09-27|37|42|53,2023-09-27,2023,37,Quiniela Loteka,1,150970,42,53,Quiniela Real,1,150976,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,8,1,3,5|85,True,3,New York 2:30,3,2,nr-historical-relations-j1.0.0
2023-09-27|36|85|81,2023-09-27,2023,36,Quiniela Leidsa,1,150968,85,81,Loteria Nacional,1,150963,32|48|64|85,32|48|64|85,4,52|81|85,3,2,1,3,5|42,True,1,Gana Mas,2,3,nr-historical-relations-j1.0.0
2023-09-28|45|69|57,2023-09-28,2023,45,Quiniela Real,1,150986,69,57,Quiniela Loteka,1,150987,69|80,69|80,1,11|57|69|91,3,2,1,1,,True,1,Gana Mas,1,3,nr-historical-relations-j1.0.0
2023-09-30|34|17|13,2023-09-30,2023,34,New York 2:30,1,151029,17,13,New York 10:30,1,151055,1|17|33|49|76,1|17|33|49|76,2,13|17,2,1,1,2,85,True,1,Quiniela Real,2,2,nr-historical-relations-j1.0.0
2023-09-30|36|85|52,2023-09-30,2023,36,Gana Mas,1,161790,85,52,Loteria Nacional,1,151016,32|48|64|85,32|48|64|85,4,52|81|85,3,1,1,2,17,True,3,New York 10:30,3,2,nr-historical-relations-j1.0.0
2023-10-01|44|59|72,2023-10-01,2023,44,Quiniela Leidsa,1,151064,59,72,New York 10:30,1,151072,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,4,1,2,63,True,5,Gana Mas,2,2,nr-historical-relations-j1.0.0
2023-10-01|38|63|44,2023-10-01,2023,38,Quiniela Real,1,151058,63,44,Quiniela Leidsa,1,151064,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,7,1,2,59,True,5,Loteria Nacional,1,5,nr-historical-relations-j1.0.0
2023-10-02|49|83|3,2023-10-02,2023,49,Loteria Nacional,1,151088,83,3,Quiniela Real,1,151075,35|40|83,35|40|83,3,3|30|83,3,1,1,1,,True,2,New York 2:30,1,1,nr-historical-relations-j1.0.0
2023-10-03|31|3|30,2023-10-03,2023,31,Loteria Nacional,1,151105,3,30,Quiniela Real,1,151092,3|24|88|99,3|24|88|99,1,3|30|83,1,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-10-07|42|7|63,2023-10-07,2023,42,Quiniela Loteka,1,161770,7,63,Loteria Nacional,1,161775,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,9,1,1,,True,3,Quiniela Real,1,2,nr-historical-relations-j1.0.0
2023-10-08|44|59|72,2023-10-08,2023,44,Gana Mas,1,165754,59,72,Quiniela Real,1,165749,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,4,1,2,90,True,5,Quiniela Real,1,2,nr-historical-relations-j1.0.0
2023-10-08|46|90|44,2023-10-08,2023,46,Quiniela Loteka,1,165763,90,44,Gana Mas,1,165754,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,7,1,2,59,False,,,,0,nr-historical-relations-j1.0.0
2023-10-10|44|22|7,2023-10-10,2023,44,Quiniela Loteka,1,165809,22,7,Quiniela Real,1,165799,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,1,1,3,59|70,False,,,,0,nr-historical-relations-j1.0.0
2023-10-10|44|59|26,2023-10-10,2023,44,Quiniela Loteka,1,165809,59,26,New York 2:30,1,165803,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,1,2,3,22|70,True,3,Quiniela Real,1,2,nr-historical-relations-j1.0.0
2023-10-10|44|59|34,2023-10-10,2023,44,Quiniela Loteka,1,165809,59,34,Quiniela Leidsa,1,165815,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,2,2,3,22|70,True,3,Quiniela Real,1,2,nr-historical-relations-j1.0.0
2023-10-10|44|70|7,2023-10-10,2023,44,Quiniela Loteka,1,165809,70,7,Quiniela Real,1,165799,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,1,1,3,22|59,False,,,,0,nr-historical-relations-j1.0.0
2023-10-13|35|11|57,2023-10-13,2023,35,New York 10:30,1,165896,11,57,Quiniela Leidsa,1,165894,6|11|43|54|86,6|11|43|54|86,2,11|57|69|91,1,2,1,3,69|80,True,2,Quiniela Leidsa,3,3,nr-historical-relations-j1.0.0
2023-10-13|45|69|57,2023-10-13,2023,45,Loteria Nacional,1,165890,69,57,Quiniela Leidsa,1,165894,69|80,69|80,1,11|57|69|91,3,2,1,3,11|80,False,,,,0,nr-historical-relations-j1.0.0
2023-10-13|45|80|8,2023-10-13,2023,45,Loteria Nacional,1,165890,80,8,Gana Mas,1,165880,69|80,69|80,2,8|80,2,1,1,3,11|69,True,3,Quiniela Loteka,2,2,nr-historical-relations-j1.0.0
2023-10-14|44|22|29,2023-10-14,2023,44,New York 10:30,1,167924,22,29,Quiniela Leidsa,1,167917,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,4,1,3,35|70,False,,,,0,nr-historical-relations-j1.0.0
2023-10-14|49|35|29,2023-10-14,2023,49,Quiniela Loteka,1,167911,35,29,Quiniela Leidsa,1,167917,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,4,2,3,22|70,True,3,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2023-10-14|49|35|44,2023-10-14,2023,49,Quiniela Loteka,1,167911,35,44,New York 10:30,1,167924,35|40|83,35|40|83,1,7|9|22|29|35|42|44|53|63|70|90,5,7,2,3,22|70,True,3,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2023-10-14|44|70|29,2023-10-14,2023,44,New York 10:30,1,167924,70,29,Quiniela Leidsa,1,167917,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,4,1,3,22|35,False,,,,0,nr-historical-relations-j1.0.0
2023-10-16|43|12|89,2023-10-16,2023,43,Gana Mas,1,167963,12,89,Quiniela Leidsa,1,167976,12|28|44|60|81|92,12|28|44|60|81|92,1,12|41|56|71|89,1,5,1,4,25|44|92,True,4,Gana Mas,1,3,nr-historical-relations-j1.0.0
2023-10-16|30|25|16,2023-10-16,2023,30,Loteria Nacional,1,167977,25,16,Quiniela Real,1,167959,25|57,25|57,1,16|25,2,1,1,4,12|44|92,True,2,Quiniela Leidsa,3,3,nr-historical-relations-j1.0.0
2023-10-16|43|44|9,2023-10-16,2023,43,Gana Mas,1,167963,44,9,Quiniela Loteka,1,167970,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,2,1,4,12|25|92,True,7,New York 2:30,3,1,nr-historical-relations-j1.0.0
2023-10-16|43|92|27,2023-10-16,2023,43,Gana Mas,1,167963,92,27,New York 10:30,1,167980,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,1,1,4,12|25|44,True,2,Quiniela Real,2,1,nr-historical-relations-j1.0.0
2023-10-17|38|63|35,2023-10-17,2023,38,Loteria Nacional,1,168003,63,35,Quiniela Loteka,1,167997,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,5,2,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-10-17|38|63|90,2023-10-17,2023,38,Loteria Nacional,1,168003,63,90,Gana Mas,1,167990,20|31|47|52|63|100,20|31|47|52|63|100,5,7|9|22|29|35|42|44|53|63|70|90,9,11,2,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-10-18|39|9|53,2023-10-18,2023,39,Quiniela Real,1,168012,9,53,New York 10:30,1,168029,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,8,1,2,90,True,5,Gana Mas,1,2,nr-historical-relations-j1.0.0
2023-10-18|46|90|53,2023-10-18,2023,46,Gana Mas,1,168015,90,53,New York 10:30,1,168029,37|58|74|90,37|58|74|90,4,7|9|22|29|35|42|44|53|63|70|90,11,8,1,2,9,True,1,New York 2:30,1,3,nr-historical-relations-j1.0.0
2023-10-19|33|39|78,2023-10-19,2023,33,Gana Mas,1,168045,39,78,Loteria Nacional,1,168058,2|39|82|87,2|39|82|87,2,39|78,1,2,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-10-21|29|15|96,2023-10-21,2023,29,Quiniela Real,1,168091,15,96,New York 10:30,1,168112,15,15,1,15|96,1,2,1,2,79,True,6,New York 10:30,3,1,nr-historical-relations-j1.0.0
2023-10-21|47|79|67,2023-10-21,2023,47,Quiniela Loteka,1,168101,79,67,Gana Mas,1,168096,4|36|68|79|84,4|36|68|79|84,4,67|79|88,2,1,1,2,15,True,1,New York 2:30,3,2,nr-historical-relations-j1.0.0
2023-10-22|43|28|73,2023-10-22,2023,43,Quiniela Real,1,168118,28,73,New York 10:30,1,168138,12|28|44|60|81|92,12|28|44|60|81|92,2,23|28|73|77|87,2,3,1,3,44|92,True,2,Quiniela Leidsa,3,2,nr-historical-relations-j1.0.0
2023-10-22|43|44|90,2023-10-22,2023,43,Quiniela Real,1,168118,44,90,Quiniela Leidsa,1,168129,12|28|44|60|81|92,12|28|44|60|81|92,3,7|9|22|29|35|42|44|53|63|70|90,7,11,1,3,28|92,True,1,New York 2:30,3,2,nr-historical-relations-j1.0.0
2023-10-22|43|92|68,2023-10-22,2023,43,Quiniela Real,1,168118,92,68,Gana Mas,1,168123,12|28|44|60|81|92,12|28|44|60|81|92,6,27|68|76|92,4,2,1,3,28|44,True,2,Quiniela Loteka,2,1,nr-historical-relations-j1.0.0
2023-10-24|37|42|44,2023-10-24,2023,37,New York 10:30,1,168191,42,44,New York 2:30,1,168175,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,7,1,2,59,True,6,Quiniela Loteka,1,1,nr-historical-relations-j1.0.0
2023-10-24|44|59|26,2023-10-24,2023,44,New York 2:30,1,168175,59,26,Quiniela Real,1,168170,22|59|70|75|91,22|59|70|75|91,2,26|34|59|72,3,1,1,2,42,False,,,,0,nr-historical-relations-j1.0.0
2023-10-25|43|81|85,2023-10-25,2023,43,Loteria Nacional,1,168215,81,85,New York 10:30,1,168218,12|28|44|60|81|92,12|28|44|60|81|92,5,52|81|85,2,3,1,1,,True,3,Quiniela Leidsa,1,3,nr-historical-relations-j1.0.0
2023-10-26|41|29|7,2023-10-26,2023,41,New York 10:30,1,168244,29,7,New York 2:30,1,168228,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,1,2,2,56,True,1,Quiniela Loteka,3,3,nr-historical-relations-j1.0.0
2023-10-26|41|29|63,2023-10-26,2023,41,New York 10:30,1,168244,29,63,Gana Mas,1,168229,13|29|93,13|29|93,2,7|9|22|29|35|42|44|53|63|70|90,4,9,2,2,56,True,1,Quiniela Loteka,3,3,nr-historical-relations-j1.0.0
2023-10-26|40|56|41,2023-10-26,2023,40,Quiniela Leidsa,1,168242,56,41,New York 10:30,1,168244,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,2,2,2,29,True,3,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2023-10-26|40|56|71,2023-10-26,2023,40,Quiniela Leidsa,1,168242,56,71,Quiniela Real,1,168225,8|19|51|56|67|72,8|19|51|56|67|72,4,12|41|56|71|89,3,4,2,2,29,True,3,Quiniela Real,1,1,nr-historical-relations-j1.0.0
2023-10-27|37|42|35,2023-10-27,2023,37,Gana Mas,1,168255,42,35,New York 10:30,1,168270,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,5,2,1,,True,3,Quiniela Loteka,1,4,nr-historical-relations-j1.0.0
2023-10-27|37|42|90,2023-10-27,2023,37,Gana Mas,1,168255,42,90,Loteria Nacional,1,168263,5|10|42,5|10|42,3,7|9|22|29|35|42|44|53|63|70|90,6,11,2,1,,True,3,Quiniela Loteka,1,4,nr-historical-relations-j1.0.0
2023-10-29|34|76|27,2023-10-29,2023,34,Quiniela Leidsa,1,168312,76,27,New York 2:30,1,168303,1|17|33|49|76,1|17|33|49|76,5,27|68|76|92,3,1,1,1,,True,4,New York 10:30,3,1,nr-historical-relations-j1.0.0
2023-10-31|30|57|69,2023-10-31,2023,30,Quiniela Real,1,168354,57,69,New York 2:30,1,168359,25|57,25|57,2,11|57|69|91,2,3,1,1,,True,2,Quiniela Loteka,1,4,nr-historical-relations-j1.0.0
2023-11-01|42|7|63,2023-11-01,2023,42,Loteria Nacional,1,168395,7,63,New York 2:30,1,168383,7|18|23|50|55|66|71,7|18|23|50|55|66|71,1,7|9|22|29|35|42|44|53|63|70|90,1,9,1,2,71,True,2,Gana Mas,1,4,nr-historical-relations-j1.0.0
2023-11-01|42|71|12,2023-11-01,2023,42,Loteria Nacional,1,168395,71,12,Gana Mas,1,168385,7|18|23|50|55|66|71,7|18|23|50|55|66|71,7,12|41|56|71|89,4,1,1,2,7,True,1,New York 10:30,2,2,nr-historical-relations-j1.0.0
2023-11-03|35|11|91,2023-11-03,2023,35,New York 2:30,1,168436,11,91,Loteria Nacional,1,168450,6|11|43|54|86,6|11|43|54|86,2,11|57|69|91,1,4,1,1,,True,1,Quiniela Real,3,2,nr-historical-relations-j1.0.0
2023-11-06|41|13|17,2023-11-06,2023,41,Loteria Nacional,1,168523,13,17,Quiniela Loteka,1,168517,13|29|93,13|29|93,1,13|17,1,2,1,2,77,True,1,New York 10:30,2,3,nr-historical-relations-j1.0.0
2023-11-06|32|77|23,2023-11-06,2023,32,New York 2:30,1,168515,77,23,New York 10:30,1,168529,77,77,1,23|28|73|77|87,4,1,1,2,13,True,4,Gana Mas,2,1,nr-historical-relations-j1.0.0
2023-11-08|26|27|76,2023-11-08,2023,26,Quiniela Leidsa,1,168578,27,76,Quiniela Real,1,168562,27|38,27|38,1,27|68|76|92,1,3,1,1,,False,,,,0,nr-historical-relations-j1.0.0
2023-11-10|44|22|63,2023-11-10,2023,44,Gana Mas,1,168624,22,63,Loteria Nacional,1,168633,22|59|70|75|91,22|59|70|75|91,1,7|9|22|29|35|42|44|53|63|70|90,3,9,1,2,70,True,2,New York 2:30,3,2,nr-historical-relations-j1.0.0
2023-11-10|44|70|63,2023-11-10,2023,44,Gana Mas,1,168624,70,63,Loteria Nacional,1,168633,22|59|70|75|91,22|59|70|75|91,3,7|9|22|29|35|42|44|53|63|70|90,10,9,1,2,22,True,5,New York 10:30,2,2,nr-historical-relations-j1.0.0
2023-11-12|48|89|12,2023-11-12,2023,48,New York 10:30,1,168691,89,12,Quiniela Leidsa,1,168680,73|89,73|89,2,12|41|56|71|89,5,1,2,1,,True,1,New York 2:30,3,3,nr-historical-relations-j1.0.0
2023-11-12|48|89|71,2023-11-12,2023,48,New York 10:30,1,168691,89,71,Loteria Nacional,1,168683,73|89,73|89,2,12|41|56|71|89,5,4,2,1,,True,1,New York 2:30,3,3,nr-historical-relations-j1.0.0
2023-11-16|39|9|29,2023-11-16,2023,39,Loteria Nacional,1,168792,9,29,New York 2:30,1,168779,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,4,2,2,94,False,,,,0,nr-historical-relations-j1.0.0
2023-11-16|39|9|90,2023-11-16,2023,39,Loteria Nacional,1,168792,9,90,Quiniela Real,1,168774,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,1,7|9|22|29|35|42|44|53|63|70|90,2,11,2,2,94,False,,,,0,nr-historical-relations-j1.0.0
2023-11-16|39|94|84,2023-11-16,2023,39,Loteria Nacional,1,168792,94,84,Quiniela Leidsa,1,168791,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,8,58|84|94,3,2,1,2,9,True,4,Quiniela Loteka,1,3,nr-historical-relations-j1.0.0
2023-11-17|39|30|3,2023-11-17,2023,39,Quiniela Real,1,168798,30,3,New York 2:30,1,168804,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,3,3|30|83,2,1,1,3,41|46,True,3,Quiniela Loteka,2,3,nr-historical-relations-j1.0.0
2023-11-17|39|41|89,2023-11-17,2023,39,Quiniela Real,1,168798,41,89,Gana Mas,1,168802,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,4,12|41|56|71|89,2,5,1,3,30|46,True,4,Gana Mas,2,2,nr-historical-relations-j1.0.0
2023-11-17|39|46|86,2023-11-17,2023,39,Quiniela Real,1,168798,46,86,Quiniela Loteka,1,168809,9|14|30|41|46|62|78|94,9|14|30|41|46|62|78|94,5,19|46|86,2,3,1,3,30|41,True,5,Quiniela Leidsa,1,1,nr-historical-relations-j1.0.0
2023-11-21|50|45|32,2023-11-21,2023,50,Gana Mas,1,168879,45,32,Quiniela Leidsa,1,168891,45,45,1,32|45,2,1,1,1,,True,2,Quiniela Loteka,2,1,nr-historical-relations-j1.0.0
2023-11-22|46|74|31,2023-11-22,2023,46,Quiniela Leidsa,1,168918,74,31,Loteria Nacional,1,168920,37|58|74|90,37|58|74|90,3,31|74,2,1,1,1,,True,2,Quiniela Real,2,1,nr-historical-relations-j1.0.0
