case_date,fuerte,origin,confirmer,t1_group,t1_pos_fuerte,first_t1_companion,first_t1_dist,first_t1_pos,first_t1_day,first_t1_lottery,first_t1_draw_position,first_related,first_related_primary,first_related_day,other_fuertes
2024-09-11,70,44,53,22|59|70|75|91,3,75,1,4,1,Loteria Nacional,2,14,RELACION_DE_SEGUNDO_NIVEL,1,22|59|63
2024-09-13,56,40,41,8|19|51|56|67|72,4,19,-2,2,1,New York 2:30,2,26,RELACION_DE_SEGUNDO_NIVEL,1,19|29|67
2024-09-20,7,42,44,7|18|23|50|55|66|71,1,23,2,3,1,Gana Mas,1,23,MISMO_GRUPO_T1,1,9|22|46|59|63|70
2024-09-20,9,39,42,9|14|30|41|46|62|78|94,1,14,1,2,1,Loteria Nacional,3,23,CANDIDATO_ORIGINAL_ALTERNATIVO,1,7|22|46|59|63|70
2024-09-20,63,38,42,20|31|47|52|63|100,5,47,-2,3,1,Gana Mas,2,23,CANDIDATO_ORIGINAL_ALTERNATIVO,1,7|9|22|46|59|70
2024-09-20,70,44,42,22|59|70|75|91,3,59,-1,2,1,Loteria Nacional,1,23,CANDIDATO_ORIGINAL_ALTERNATIVO,1,7|9|22|46|59|63
2024-09-22,60,43,6,12|28|44|60|81|92,4,81,1,5,1,Gana Mas,2,81,MISMO_GRUPO_T1,1,91
2024-09-22,91,44,69,22|59|70|75|91,5,22,-4,1,1,Loteria Nacional,3,81,CANDIDATO_ORIGINAL_ALTERNATIVO,1,60
2024-10-03,34,51,72,34|98,1,98,1,2,3,Loteria Nacional,1,26,MISMO_GRUPO_T2,1,
2024-10-14,45,50,32,45,1,,,,,,,52,RELACION_DE_TERCER_NIVEL,1,
2024-10-16,44,43,29,12|28|44|60|81|92,3,60,1,4,4,New York 10:30,2,67,RELACION_DE_TERCER_NIVEL,1,12|89
2024-10-16,89,48,71,73|89,2,73,-1,1,3,Quiniela Loteka,3,67,RELACION_DE_SEGUNDO_NIVEL,1,12|44
2024-10-17,100,38,1,20|31|47|52|63|100,6,20,-5,1,2,Quiniela Leidsa,2,13,RELACION_DE_TERCER_NIVEL,1,
2024-10-19,56,40,71,8|19|51|56|67|72,4,51,-1,3,1,New York 2:30,1,71,MISMO_GRUPO_T2,1,8
2024-10-23,42,37,22,5|10|42,3,5,-2,1,6,New York 10:30,1,84,RELACION_DE_TERCER_NIVEL,1,73
2024-10-30,22,44,63,22|59|70|75|91,1,59,1,2,1,Quiniela Real,1,25,RELACION_DE_TERCER_NIVEL,1,70
2024-10-31,52,38,81,20|31|47|52|63|100,4,31,-2,2,1,Gana Mas,1,31,MISMO_GRUPO_T1,1,
2024-11-06,26,28,34,21|26|53,2,53,1,3,2,Loteria Nacional,1,42,RELACION_DE_SEGUNDO_NIVEL,1,21|53|77
2024-11-12,34,51,59,34|98,1,,,,,,,75,COMPANERO_DEL_CONFIRMADOR,1,
2024-11-13,45,50,32,45,1,,,,,,,48,COMPANERO_DEL_CONFIRMADOR,1,
2024-11-18,94,39,84,9|14|30|41|46|62|78|94,8,14,-6,2,1,Loteria Nacional,1,10,RELACION_DE_TERCER_NIVEL,1,30
2024-11-21,23,42,28,7|18|23|50|55|66|71,3,50,1,4,1,Quiniela Leidsa,2,92,COMPANERO_DEL_CONFIRMADOR,1,7|22|26|53|59|70
2024-11-21,26,28,72,21|26|53,2,53,1,3,1,Quiniela Loteka,3,92,RELACION_DE_TERCER_NIVEL,1,7|22|23|53|59|70
2024-11-30,9,39,7,9|14|30|41|46|62|78|94,1,30,2,3,2,Gana Mas,2,87,RELACION_DE_TERCER_NIVEL,1,29|35
2024-11-30,29,41,7,13|29|93,2,,,,,,,87,RELACION_DE_TERCER_NIVEL,1,9|35
2024-11-30,35,49,7,35|40|83,1,40,1,2,2,New York 2:30,3,87,RELACION_DE_TERCER_NIVEL,1,9|29
2024-12-01,28,43,87,12|28|44|60|81|92,2,92,4,6,3,Quiniela Real,3,8,RELACION_DE_TERCER_NIVEL,1,
2024-12-23,56,40,41,8|19|51|56|67|72,4,8,-3,1,1,Quiniela Loteka,1,41,MISMO_GRUPO_T2,1,19
2024-12-25,91,44,11,22|59|70|75|91,5,59,-3,2,3,Gana Mas,2,51,RELACION_DE_TERCER_NIVEL,1,
2024-12-29,30,39,83,9|14|30|41|46|62|78|94,3,9,-2,1,1,Gana Mas,2,92,RELACION_DE_TERCER_NIVEL,1,9|53
2025-01-04,70,44,22,22|59|70|75|91,3,22,-2,1,1,Loteria Nacional,3,89,RELACION_DE_TERCER_NIVEL,1,22|91
2025-01-15,42,37,29,5|10|42,3,5,-2,1,2,Quiniela Leidsa,1,51,RELACION_DE_TERCER_NIVEL,1,89
2025-01-21,73,48,87,73|89,1,89,1,2,2,Loteria Nacional,2,39,COMPANERO_DEL_CONFIRMADOR,1,
2025-01-31,6,35,60,6|11|43|54|86,1,54,3,4,1,Loteria Nacional,3,60,MISMO_GRUPO_T2,1,48
2025-02-03,11,35,57,6|11|43|54|86,2,54,2,4,2,Quiniela Real,1,81,RELACION_DE_TERCER_NIVEL,1,
2025-02-10,32,36,45,32|48|64|85,1,48,1,2,2,Gana Mas,1,69,CANDIDATO_ORIGINAL_ALTERNATIVO,1,
2025-02-11,31,38,74,20|31|47|52|63|100,2,52,2,4,1,Quiniela Leidsa,3,48,RELACION_DE_TERCER_NIVEL,1,63
2025-02-21,52,38,85,20|31|47|52|63|100,4,47,-1,3,2,New York 2:30,1,74,RELACION_DE_SEGUNDO_NIVEL,1,
2025-02-23,70,44,29,22|59|70|75|91,3,22,-2,1,2,Loteria Nacional,1,63,MISMO_GRUPO_T2,1,22|44|75
2025-02-23,75,44,62,22|59|70|75|91,4,22,-3,1,2,Loteria Nacional,1,63,RELACION_DE_SEGUNDO_NIVEL,1,22|44|70
2025-02-28,41,39,89,9|14|30|41|46|62|78|94,4,14,-2,2,1,New York 10:30,1,73,COMPANERO_DEL_CONFIRMADOR,1,56
2025-03-02,22,44,53,22|59|70|75|91,1,70,2,3,2,Loteria Nacional,1,60,RELACION_DE_SEGUNDO_NIVEL,1,53|70
2025-03-03,7,42,44,7|18|23|50|55|66|71,1,66,5,6,1,Loteria Nacional,2,93,RELACION_DE_SEGUNDO_NIVEL,1,22|70
2025-03-03,22,44,42,22|59|70|75|91,1,70,2,3,1,Loteria Nacional,1,93,RELACION_DE_SEGUNDO_NIVEL,1,7|70
2025-03-08,89,48,71,73|89,2,73,-1,1,1,New York 10:30,2,68,RELACION_DE_TERCER_NIVEL,1,
2025-03-09,22,44,53,22|59|70|75|91,1,70,2,3,1,Quiniela Loteka,2,9,MISMO_GRUPO_T2,1,42|70
2025-03-11,53,28,29,21|26|53,3,21,-2,1,2,Quiniela Leidsa,3,35,MISMO_GRUPO_T2,1,26|73
2025-03-21,70,44,90,22|59|70|75|91,3,91,2,5,1,Quiniela Leidsa,1,50,RELACION_DE_SEGUNDO_NIVEL,1,22
2025-03-29,79,47,88,4|36|68|79|84,4,68,-1,3,1,Loteria Nacional,2,92,RELACION_DE_SEGUNDO_NIVEL,1,83
2025-03-31,93,41,97,13|29|93,3,29,-1,2,2,New York 10:30,3,28,RELACION_DE_TERCER_NIVEL,1,
2025-04-01,53,28,44,21|26|53,3,21,-2,1,4,Loteria Nacional,1,44,MISMO_GRUPO_T2,1,10|42
2025-04-02,22,44,90,22|59|70|75|91,1,70,2,3,1,Quiniela Real,1,10,RELACION_DE_SEGUNDO_NIVEL,1,70
2025-04-03,22,44,42,22|59|70|75|91,1,59,1,2,1,Gana Mas,3,60,RELACION_DE_SEGUNDO_NIVEL,1,7|70|71
2025-04-13,29,41,70,13|29|93,2,93,1,3,4,New York 2:30,1,69,RELACION_DE_TERCER_NIVEL,1,90
2025-04-14,41,39,12,9|14|30|41|46|62|78|94,4,78,3,7,1,New York 2:30,1,36,RELACION_DE_TERCER_NIVEL,1,56|57
2025-04-14,56,40,12,8|19|51|56|67|72,4,8,-3,1,1,New York 10:30,2,36,RELACION_DE_TERCER_NIVEL,1,41|57
2025-04-21,73,48,28,73|89,1,89,1,2,5,Quiniela Real,2,53,CANDIDATO_ORIGINAL_ALTERNATIVO,1,87
2025-04-23,76,34,68,1|17|33|49|76,5,49,-1,4,1,Gana Mas,1,49,MISMO_GRUPO_T1,1,26
2025-05-02,3,31,83,3|24|88|99,1,99,3,4,1,Quiniela Leidsa,1,30,MISMO_GRUPO_T2,1,74
2025-05-04,44,43,9,12|28|44|60|81|92,3,12,-2,1,1,New York 2:30,3,51,RELACION_DE_TERCER_NIVEL,1,28
2025-05-15,59,44,34,22|59|70|75|91,2,22,-1,1,1,Gana Mas,1,22,MISMO_GRUPO_T1,1,22|70
2025-05-18,65,52,82,65|97,1,97,1,2,5,Loteria Nacional,3,70,RELACION_DE_TERCER_NIVEL,1,54|63|97
2025-05-22,29,41,7,13|29|93,2,13,-1,1,4,Quiniela Loteka,1,39,RELACION_DE_TERCER_NIVEL,1,
2025-05-23,94,39,58,9|14|30|41|46|62|78|94,8,30,-5,3,1,Loteria Nacional,3,67,RELACION_DE_TERCER_NIVEL,1,9
2025-05-24,79,47,67,4|36|68|79|84,4,4,-3,1,2,Loteria Nacional,2,74,RELACION_DE_TERCER_NIVEL,1,
2025-05-31,56,40,41,8|19|51|56|67|72,4,19,-2,2,1,Loteria Nacional,1,70,RELACION_DE_TERCER_NIVEL,1,12|29|44|71|81
2025-06-03,69,45,11,69|80,1,,,,,,,44,RELACION_DE_TERCER_NIVEL,1,
2025-06-06,26,28,34,21|26|53,2,21,-1,1,2,Gana Mas,2,44,RELACION_DE_SEGUNDO_NIVEL,1,
2025-06-12,73,48,23,73|89,1,89,1,2,2,Quiniela Real,3,14,RELACION_DE_TERCER_NIVEL,1,89
2025-06-18,19,40,86,8|19|51|56|67|72,2,67,3,5,1,Quiniela Leidsa,2,78,RELACION_DE_SEGUNDO_NIVEL,1,
2025-06-23,100,38,10,20|31|47|52|63|100,6,52,-2,4,1,Loteria Nacional,1,33,RELACION_DE_SEGUNDO_NIVEL,1,20|63
2025-06-27,22,44,35,22|59|70|75|91,1,75,3,4,1,Loteria Nacional,2,31,RELACION_DE_SEGUNDO_NIVEL,1,70
2025-07-09,63,38,70,20|31|47|52|63|100,5,31,-3,2,1,Gana Mas,2,59,COMPANERO_DEL_CONFIRMADOR,1,
2025-07-11,68,47,76,4|36|68|79|84,3,84,2,5,1,Loteria Nacional,2,88,RELACION_DE_SEGUNDO_NIVEL,1,
2025-07-22,30,39,3,9|14|30|41|46|62|78|94,3,62,3,6,1,Quiniela Leidsa,1,75,RELACION_DE_SEGUNDO_NIVEL,1,14
2025-07-27,53,28,44,21|26|53,3,21,-2,1,1,Gana Mas,2,18,RELACION_DE_SEGUNDO_NIVEL,1,22|70
2025-08-07,89,48,12,73|89,2,73,-1,1,6,Loteria Nacional,2,72,RELACION_DE_SEGUNDO_NIVEL,1,
2025-08-11,44,43,7,12|28|44|60|81|92,3,81,2,5,1,Gana Mas,3,71,COMPANERO_DEL_CONFIRMADOR,1,42
2025-08-17,88,31,67,3|24|88|99,3,24,-1,2,1,Quiniela Real,3,34,RELACION_DE_TERCER_NIVEL,1,
2025-08-20,3,31,30,3|24|88|99,1,99,3,4,2,Loteria Nacional,1,19,RELACION_DE_TERCER_NIVEL,1,
2025-08-21,32,36,45,32|48|64|85,1,85,3,4,3,New York 10:30,2,29,RELACION_DE_TERCER_NIVEL,1,
2025-08-22,54,35,14,6|11|43|54|86,4,6,-3,1,2,Gana Mas,2,83,RELACION_DE_TERCER_NIVEL,1,
2025-08-28,70,44,42,22|59|70|75|91,3,75,1,4,2,Gana Mas,1,27,RELACION_DE_TERCER_NIVEL,1,7|22
2025-08-30,9,39,63,9|14|30|41|46|62|78|94,1,94,7,8,1,Gana Mas,2,42,MISMO_GRUPO_T2,1,30|42|62
2025-08-30,30,39,3,9|14|30|41|46|62|78|94,3,94,5,8,1,Gana Mas,2,42,CANDIDATO_ORIGINAL_ALTERNATIVO,1,9|42|62
2025-08-31,35,49,42,35|40|83,1,83,2,3,1,Loteria Nacional,1,4,RELACION_DE_SEGUNDO_NIVEL,1,80
2025-08-31,80,45,8,69|80,2,69,-1,1,4,New York 10:30,2,83,CANDIDATO_ORIGINAL_ALTERNATIVO,1,35
2025-09-02,93,41,97,13|29|93,3,29,-1,2,4,New York 10:30,1,55,RELACION_DE_TERCER_NIVEL,1,80
2025-09-06,22,44,29,22|59|70|75|91,1,91,4,5,1,New York 10:30,3,20,RELACION_DE_SEGUNDO_NIVEL,1,70|91
2025-09-10,46,39,19,9|14|30|41|46|62|78|94,5,62,1,6,1,New York 10:30,1,86,MISMO_GRUPO_T2,1,60
2025-09-13,71,42,12,7|18|23|50|55|66|71,7,55,-2,5,1,Quiniela Loteka,3,74,RELACION_DE_TERCER_NIVEL,1,7|9|29|41
2025-09-19,63,38,22,20|31|47|52|63|100,5,31,-3,2,1,New York 2:30,1,57,RELACION_DE_TERCER_NIVEL,1,100
2025-09-19,100,38,1,20|31|47|52|63|100,6,31,-4,2,1,New York 2:30,1,82,RELACION_DE_TERCER_NIVEL,1,63
2025-09-20,59,44,34,22|59|70|75|91,2,75,2,4,1,Quiniela Real,2,66,RELACION_DE_TERCER_NIVEL,1,91
2025-09-21,63,38,90,20|31|47|52|63|100,5,31,-3,2,2,Quiniela Real,2,9,MISMO_GRUPO_T2,1,42
2025-10-02,51,40,21,8|19|51|56|67|72,3,72,3,6,2,Loteria Nacional,2,34,RELACION_DE_SEGUNDO_NIVEL,1,67
2025-10-02,67,40,88,8|19|51|56|67|72,5,72,1,6,2,Loteria Nacional,2,34,RELACION_DE_SEGUNDO_NIVEL,1,51
2025-10-07,63,38,7,20|31|47|52|63|100,5,47,-2,3,2,Quiniela Real,2,33,RELACION_DE_TERCER_NIVEL,1,
2025-10-10,63,38,35,20|31|47|52|63|100,5,20,-4,1,3,Loteria Nacional,3,27,RELACION_DE_TERCER_NIVEL,1,35|53
2025-10-12,27,26,76,27|38,1,38,1,2,2,New York 2:30,3,44,RELACION_DE_SEGUNDO_NIVEL,1,
2025-10-15,26,28,59,21|26|53,2,21,-1,1,3,Quiniela Loteka,1,90,RELACION_DE_SEGUNDO_NIVEL,1,53
2025-10-21,44,43,7,12|28|44|60|81|92,3,28,-1,2,5,Gana Mas,2,4,RELACION_DE_TERCER_NIVEL,1,
2025-10-30,100,38,10,20|31|47|52|63|100,6,63,-1,5,1,Quiniela Loteka,1,32,RELACION_DE_TERCER_NIVEL,1,
2025-11-01,90,46,7,37|58|74|90,4,74,-1,3,3,Gana Mas,1,7,MISMO_GRUPO_T2,1,
2025-11-08,7,42,53,7|18|23|50|55|66|71,1,23,2,3,2,New York 2:30,2,41,RELACION_DE_SEGUNDO_NIVEL,1,23|48
2025-11-19,34,51,59,34|98,1,98,1,2,1,Quiniela Loteka,1,86,RELACION_DE_TERCER_NIVEL,1,21|26|53
2025-11-19,53,28,70,21|26|53,3,21,-2,1,2,Quiniela Loteka,3,86,RELACION_DE_TERCER_NIVEL,1,21|26|34
2025-11-20,46,39,86,9|14|30|41|46|62|78|94,5,30,-2,3,1,New York 10:30,2,68,RELACION_DE_TERCER_NIVEL,1,
2025-11-22,100,38,10,20|31|47|52|63|100,6,31,-4,2,2,New York 2:30,3,42,COMPANERO_DEL_CONFIRMADOR,1,35|63
2025-11-25,57,30,69,25|57,2,25,-1,1,7,Quiniela Loteka,2,35,RELACION_DE_TERCER_NIVEL,1,
2025-11-26,46,39,19,9|14|30|41|46|62|78|94,5,41,-1,4,1,Loteria Nacional,2,19,MISMO_GRUPO_T2,1,94
2025-11-27,53,28,29,21|26|53,3,26,-1,2,3,Gana Mas,2,89,RELACION_DE_TERCER_NIVEL,1,26|68|76
2025-12-05,7,42,70,7|18|23|50|55|66|71,1,71,6,7,1,Gana Mas,1,71,MISMO_GRUPO_T1,1,71
2025-12-09,44,43,9,12|28|44|60|81|92,3,81,2,5,1,New York 2:30,2,66,RELACION_DE_SEGUNDO_NIVEL,1,28
2026-01-07,23,42,77,7|18|23|50|55|66|71,3,7,-2,1,3,New York 2:30,3,83,RELACION_DE_TERCER_NIVEL,1,90
2026-01-19,42,37,7,5|10|42,3,5,-2,1,1,New York 2:30,3,85,RELACION_DE_TERCER_NIVEL,1,
2026-01-23,89,48,41,73|89,2,73,-1,1,1,New York 2:30,2,27,RELACION_DE_TERCER_NIVEL,1,29|93
2026-01-25,28,43,23,12|28|44|60|81|92,2,12,-1,1,1,Quiniela Real,1,49,RELACION_DE_TERCER_NIVEL,1,
2026-02-08,31,38,74,20|31|47|52|63|100,2,63,3,5,2,Gana Mas,2,93,RELACION_DE_TERCER_NIVEL,1,52
2026-02-08,52,38,85,20|31|47|52|63|100,4,63,1,5,2,Gana Mas,2,93,RELACION_DE_TERCER_NIVEL,1,31
2026-02-15,46,39,86,9|14|30|41|46|62|78|94,5,9,-4,1,1,Gana Mas,1,9,MISMO_GRUPO_T1,1,94
2026-02-17,88,31,67,3|24|88|99,3,99,1,4,1,Loteria Nacional,2,41,CANDIDATO_ORIGINAL_ALTERNATIVO,1,
2026-02-19,88,31,79,3|24|88|99,3,24,-1,2,2,Quiniela Loteka,1,72,RELACION_DE_SEGUNDO_NIVEL,1,
2026-02-26,16,27,25,16,1,,,,,,,57,COMPANERO_DEL_CONFIRMADOR,3,
2026-03-05,22,44,29,22|59|70|75|91,1,59,1,2,1,New York 2:30,3,55,RELACION_DE_SEGUNDO_NIVEL,1,68|70
2026-03-05,68,47,92,4|36|68|79|84,3,79,1,4,1,Gana Mas,3,79,MISMO_GRUPO_T1,1,22|70
2026-03-06,29,41,53,13|29|93,2,93,1,3,6,Quiniela Leidsa,2,41,RELACION_DE_SEGUNDO_NIVEL,1,
2026-03-07,29,41,42,13|29|93,2,93,1,3,5,Quiniela Leidsa,2,59,RELACION_DE_SEGUNDO_NIVEL,1,23|71
2026-03-17,22,44,29,22|59|70|75|91,1,70,2,3,3,New York 2:30,3,66,RELACION_DE_SEGUNDO_NIVEL,1,70
2026-03-23,22,44,9,22|59|70|75|91,1,75,3,4,2,New York 2:30,1,62,COMPANERO_DEL_CONFIRMADOR,1,9|70|94
2026-03-26,44,43,42,12|28|44|60|81|92,3,92,3,6,1,Quiniela Real,1,35,MISMO_GRUPO_T2,1,92
2026-03-28,7,42,63,7|18|23|50|55|66|71,1,71,6,7,1,Gana Mas,3,85,RELACION_DE_TERCER_NIVEL,1,23
2026-04-09,77,32,23,77,1,,,,,,,9,RELACION_DE_TERCER_NIVEL,1,28|82|87
2026-04-09,87,33,23,2|39|82|87,4,82,-1,3,1,Loteria Nacional,1,9,RELACION_DE_TERCER_NIVEL,1,28|77|82
2026-04-13,77,32,28,77,1,,,,,,,37,RELACION_DE_TERCER_NIVEL,1,
2026-04-16,16,27,25,16,1,,,,,,,69,RELACION_DE_TERCER_NIVEL,1,83
2026-04-25,28,43,23,12|28|44|60|81|92,2,44,1,3,1,New York 10:30,3,58,RELACION_DE_TERCER_NIVEL,1,44
2026-05-22,22,44,9,22|59|70|75|91,1,70,2,3,1,Loteria Nacional,1,85,RELACION_DE_TERCER_NIVEL,1,70|91
2026-05-22,91,44,69,22|59|70|75|91,5,70,-2,3,1,Loteria Nacional,1,11,MISMO_GRUPO_T2,1,22|70
2026-05-24,82,33,65,2|39|82|87,3,39,-1,2,1,Quiniela Real,3,97,COMPANERO_DEL_CONFIRMADOR,1,69
2026-05-30,35,49,29,35|40|83,1,40,1,2,1,New York 10:30,3,70,MISMO_GRUPO_T2,1,
2026-06-06,90,46,7,37|58|74|90,4,37,-3,1,1,Quiniela Loteka,1,51,RELACION_DE_TERCER_NIVEL,1,
2026-06-09,13,41,17,13|29|93,1,93,2,3,1,New York 2:30,1,17,MISMO_GRUPO_T2,1,
2026-06-11,9,39,44,9|14|30|41|46|62|78|94,1,94,7,8,1,Loteria Nacional,1,25,CANDIDATO_ORIGINAL_ALTERNATIVO,1,41|57|91|94
2026-06-11,41,39,71,9|14|30|41|46|62|78|94,4,94,4,8,1,Loteria Nacional,1,25,CANDIDATO_ORIGINAL_ALTERNATIVO,1,9|57|91|94
2026-06-11,91,44,69,22|59|70|75|91,5,59,-3,2,4,Quiniela Leidsa,3,25,CANDIDATO_ORIGINAL_ALTERNATIVO,1,9|41|57|94
2026-06-12,84,47,94,4|36|68|79|84,5,79,-1,4,4,Loteria Nacional,3,39,RELACION_DE_TERCER_NIVEL,1,42
2026-06-16,8,40,80,8|19|51|56|67|72,1,19,1,2,5,New York 2:30,2,54,RELACION_DE_TERCER_NIVEL,1,
2026-06-17,22,44,63,22|59|70|75|91,1,91,4,5,2,Quiniela Loteka,2,97,RELACION_DE_TERCER_NIVEL,1,70
2026-06-21,9,39,44,9|14|30|41|46|62|78|94,1,62,5,6,1,Quiniela Real,1,58,RELACION_DE_SEGUNDO_NIVEL,1,22|29|35|75
2026-06-21,22,44,70,22|59|70|75|91,1,59,1,2,2,Gana Mas,3,58,RELACION_DE_SEGUNDO_NIVEL,1,9|29|35|75
2026-06-24,79,47,88,4|36|68|79|84,4,4,-3,1,3,New York 2:30,1,14,RELACION_DE_TERCER_NIVEL,1,
2026-07-06,63,38,9,20|31|47|52|63|100,5,52,-1,4,1,Loteria Nacional,2,56,RELACION_DE_TERCER_NIVEL,1,9|74|90
2026-07-06,90,46,9,37|58|74|90,4,74,-1,3,1,Quiniela Real,2,56,RELACION_DE_TERCER_NIVEL,1,9|63|74
