case_date,fuerte,t1_code,t1_group,t1_pos,num_-1,num_+1,num_-2,num_+2,day_-1,day_+1,day_fuerte,sequences,fuerte_appeared
2022-12-07,7,42,7|18|23|50|55|66|71,1,,18,,23,,,6,,True
2022-12-08,34,51,34|98,1,,98,,,,,7,,True
2022-12-09,42,37,5|10|42,3,10,,5,,3,,,,False
2022-12-11,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,2,+1→F,True
2022-12-11,32,36,32|48|64|85,1,,48,,64,,4,3,F→+1,True
2022-12-12,57,30,25|57,2,25,,,,4,,2,F→-1,True
2022-12-13,8,40,8|19|51|56|67|72,1,,19,,51,,1,,,False
2022-12-15,35,49,35|40|83,1,,40,,83,,7,2,F→+1|F→+2,True
2022-12-16,90,46,37|58|74|90,4,74,,58,,4,,7,-1→F,True
2022-12-18,87,33,2|39|82|87,4,82,,39,,3,,4,-1→F,True
2022-12-19,83,49,35|40|83,3,40,,35,,3,,,,False
2022-12-22,7,42,7|18|23|50|55|66|71,1,,18,,23,,6,2,F→+1|F→+2,True
2022-12-22,22,44,22|59|70|75|91,1,,59,,70,,5,1,F→+1,True
2022-12-22,70,44,22|59|70|75|91,3,59,75,22,91,5,,1,F→-1,True
2022-12-28,7,42,7|18|23|50|55|66|71,1,,18,,23,,,1,,True
2022-12-28,23,42,7|18|23|50|55|66|71,3,18,50,7,55,,3,,,False
2022-12-29,79,47,4|36|68|79|84,4,68,84,36,,6,,,,False
2022-12-30,80,45,69|80,2,69,,,,4,,4,,True
2022-12-31,42,37,5|10|42,3,10,,5,,5,,6,-1→F,True
2023-01-03,77,32,77,1,,,,,,,1,,True
2023-01-05,10,37,5|10|42,2,5,42,,,1,1,4,-1→F|+1→F,True
2023-01-05,65,52,65|97,1,,97,,,,5,7,+1→F,True
2023-01-06,50,42,7|18|23|50|55|66|71,4,23,55,18,66,2,4,,,False
2023-01-07,35,49,35|40|83,1,,40,,83,,,3,,True
2023-01-07,42,37,5|10|42,3,10,,5,,2,,1,F→-1|F→-1→F,True
2023-01-07,63,38,20|31|47|52|63|100,5,52,100,47,,,,3,,True
2023-01-08,7,42,7|18|23|50|55|66|71,1,,18,,23,,,2,,True
2023-01-08,77,32,77,1,,,,,,,3,,True
2023-01-09,42,37,5|10|42,3,10,,5,,1,,3,-1→F|F→-2,True
2023-01-10,15,29,15,1,,,,,,,1,,True
2023-01-10,44,43,12|28|44|60|81|92,3,28,60,12,81,1,2,1,F→+1|F→-2|F→+2,True
2023-01-11,42,37,5|10|42,3,10,,5,,3,,1,F→-1|F→-2|F→-1→-2,True
2023-01-11,59,44,22|59|70|75|91,2,22,70,,75,,,3,,True
2023-01-11,76,34,1|17|33|49|76,5,49,,33,,7,,7,,True
2023-01-12,7,42,7|18|23|50|55|66|71,1,,18,,23,,,5,,True
2023-01-12,84,47,4|36|68|79|84,5,79,,68,,1,,1,,True
2023-01-13,6,35,6|11|43|54|86,1,,11,,43,,6,2,F→+1,True
2023-01-14,44,43,12|28|44|60|81|92,3,28,60,12,81,,,,,False
2023-01-14,53,28,21|26|53,3,26,,21,,,,,,False
2023-01-14,63,38,20|31|47|52|63|100,5,52,100,47,,3,,1,F→-1|F→-1→F,True
2023-01-17,42,37,5|10|42,3,10,,5,,7,,5,F→-1|F→-1→-2→F_partial,True
2023-01-20,15,29,15,1,,,,,,,2,,True
2023-01-22,48,36,32|48|64|85,2,32,64,,85,3,1,,,False
2023-01-22,85,36,32|48|64|85,4,64,,48,,1,,1,,True
2023-01-22,97,52,65|97,2,65,,,,2,,2,,True
2023-01-24,87,33,2|39|82|87,4,82,,39,,3,,2,F→-1|F→-2|F→-1→-2,True
2023-01-25,81,43,12|28|44|60|81|92,5,60,92,44,,5,1,1,F→-1|F→-2,True
2023-01-25,82,33,2|39|82|87,3,39,87,2,,4,1,2,F→-1|+1→F|F→-2|F→-1→-2,True
2023-01-26,23,42,7|18|23|50|55|66|71,3,18,50,7,55,6,4,6,+1→F,True
2023-01-29,53,28,21|26|53,3,26,,21,,3,,,,False
2023-01-29,97,52,65|97,2,65,,,,1,,7,-1→F,True
2023-02-01,35,49,35|40|83,1,,40,,83,,1,1,,True
2023-02-02,45,50,45,1,,,,,,,,,False
2023-02-02,58,46,37|58|74|90,2,37,74,,90,,7,2,F→+1,True
2023-02-02,94,39,9|14|30|41|46|62|78|94,8,78,,62,,1,,2,-1→F|F→-2,True
2023-02-08,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,4,1,F→+1|F→+2,True
2023-02-08,27,26,27|38,1,,38,,,,3,6,+1→F,True
2023-02-08,72,40,8|19|51|56|67|72,6,67,,56,,1,,1,F→-2,True
2023-02-11,31,38,20|31|47|52|63|100,2,20,47,,52,1,,2,-1→F,True
2023-02-11,83,49,35|40|83,3,40,,35,,5,,1,F→-1|F→-2|F→-1→-2,True
2023-02-14,22,44,22|59|70|75|91,1,,59,,70,,5,2,F→+1,True
2023-02-14,70,44,22|59|70|75|91,3,59,75,22,91,5,6,1,F→-1|F→+1|F→-2|F→+2|F→-1→F,True
2023-02-15,10,37,5|10|42,2,5,42,,,7,,,,False
2023-02-16,29,41,13|29|93,2,13,93,,,1,1,1,,True
2023-02-19,69,45,69|80,1,,80,,,,2,6,+1→F,True
2023-02-20,11,35,6|11|43|54|86,2,6,43,,54,5,6,3,F→-1|F→+1|F→-1→F,True
2023-02-21,25,30,25|57,1,,57,,,,,3,,True
2023-02-23,42,37,5|10|42,3,10,,5,,1,,3,-1→F,True
2023-02-24,22,44,22|59|70|75|91,1,,59,,70,,4,4,,True
2023-02-24,70,44,22|59|70|75|91,3,59,75,22,91,4,,1,F→-1|F→-2|F→+2,True
2023-02-24,75,44,22|59|70|75|91,4,70,91,59,,1,4,,,False
2023-02-25,74,46,37|58|74|90,3,58,90,37,,,,,,False
2023-02-26,44,43,12|28|44|60|81|92,3,28,60,12,81,1,3,,,False
2023-02-26,71,42,7|18|23|50|55|66|71,7,66,,55,,1,,,,False
2023-02-26,92,43,12|28|44|60|81|92,6,81,,60,,7,,7,,True
2023-02-27,74,46,37|58|74|90,3,58,90,37,,,,6,,True
2023-03-02,72,40,8|19|51|56|67|72,6,67,,56,,2,,,,False
2023-03-03,7,42,7|18|23|50|55|66|71,1,,18,,23,,1,6,+1→F,True
2023-03-03,72,40,8|19|51|56|67|72,6,67,,56,,1,,,,False
2023-03-04,51,40,8|19|51|56|67|72,3,19,56,8,67,,3,2,F→+1|F→-2,True
2023-03-05,85,36,32|48|64|85,4,64,,48,,1,,2,-1→F,True
2023-03-07,27,26,27|38,1,,38,,,,2,3,+1→F,True
2023-03-07,92,43,12|28|44|60|81|92,6,81,,60,,7,,7,,True
2023-03-08,74,46,37|58|74|90,3,58,90,37,,,1,2,+1→F|F→-2,True
2023-03-08,90,46,37|58|74|90,4,74,,58,,2,,1,F→-1|F→-1→F,True
2023-03-09,35,49,35|40|83,1,,40,,83,,,,,False
2023-03-14,81,43,12|28|44|60|81|92,5,60,92,44,,4,3,6,-1→F|+1→F,True
2023-03-16,27,26,27|38,1,,38,,,,3,3,,True
2023-03-16,68,47,4|36|68|79|84,3,36,79,4,84,1,2,7,-1→F|+1→F,True
2023-03-16,79,47,4|36|68|79|84,4,68,84,36,,7,2,2,F→-1|F→-1→-2→F_partial,True
2023-03-17,23,42,7|18|23|50|55|66|71,3,18,50,7,55,5,,3,F→-1|F→-1→-2→F_partial|F→-1→F,True
2023-03-18,28,43,12|28|44|60|81|92,2,12,44,,60,3,1,4,-1→F|+1→F,True
2023-03-19,22,44,22|59|70|75|91,1,,59,,70,,1,3,+1→F|F→+2,True
2023-03-19,70,44,22|59|70|75|91,3,59,75,22,91,1,2,6,-1→F|+1→F,True
2023-03-20,59,44,22|59|70|75|91,2,22,70,,75,2,5,,,False
2023-03-21,3,31,3|24|88|99,1,,24,,88,,5,3,F→+1,True
2023-03-22,12,43,12|28|44|60|81|92,1,,28,,44,,5,4,F→+1|F→+2,True
2023-03-22,29,41,13|29|93,2,13,93,,,5,1,,,False
2023-03-22,44,43,12|28|44|60|81|92,3,28,60,12,81,5,4,5,+1→F,True
2023-03-23,100,38,20|31|47|52|63|100,6,63,,52,,5,,,,False
2023-03-27,53,28,21|26|53,3,26,,21,,1,,,,False
2023-03-29,20,38,20|31|47|52|63|100,1,,31,,47,,3,1,F→+1|F→+2,True
2023-04-01,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,7,+1→F,True
2023-04-01,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,5,,2,F→-1|F→+2|F→-1→F,True
2023-04-01,46,39,9|14|30|41|46|62|78|94,5,41,62,30,78,2,5,,,False
2023-04-01,86,35,6|11|43|54|86,5,54,,43,,7,,4,F→-1,True
2023-04-03,29,41,13|29|93,2,13,93,,,1,,4,-1→F,True
2023-04-05,28,43,12|28|44|60|81|92,2,12,44,,60,4,2,3,F→-1|+1→F,True
2023-04-08,29,41,13|29|93,2,13,93,,,4,6,,,False
2023-04-09,27,26,27|38,1,,38,,,,2,2,,True
2023-04-09,92,43,12|28|44|60|81|92,6,81,,60,,,,7,,True
2023-04-12,29,41,13|29|93,2,13,93,,,3,2,4,-1→F|+1→F,True
2023-04-12,35,49,35|40|83,1,,40,,83,,3,3,,True
2023-04-13,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,2,F→+1|F→+2|F→+1→+2,True
2023-04-13,71,42,7|18|23|50|55|66|71,7,66,,55,,1,,6,-1→F,True
2023-04-15,56,40,8|19|51|56|67|72,4,51,67,19,72,2,1,5,-1→F|+1→F|F→+2,True
2023-04-17,21,28,21|26|53,1,,26,,53,,4,2,F→+1|F→+2|F→+1→+2,True
2023-04-18,29,41,13|29|93,2,13,93,,,2,1,5,-1→F|+1→F,True
2023-04-20,17,34,1|17|33|49|76,2,1,33,,49,1,3,,,False
2023-04-20,83,49,35|40|83,3,40,,35,,3,,,,False
2023-04-21,10,37,5|10|42,2,5,42,,,1,2,,,False
2023-04-21,34,51,34|98,1,,98,,,,,3,,True
2023-04-22,34,51,34|98,1,,98,,,,,2,,True
2023-04-25,90,46,37|58|74|90,4,74,,58,,6,,2,F→-1|F→-2,True
2023-04-27,44,43,12|28|44|60|81|92,3,28,60,12,81,6,5,,,False
2023-04-30,42,37,5|10|42,3,10,,5,,7,,4,F→-1|F→-1→-2→F_partial,True
2023-05-03,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,7,3,F→+1,True
2023-05-03,46,39,9|14|30|41|46|62|78|94,5,41,62,30,78,5,2,,,False
2023-05-04,28,43,12|28|44|60|81|92,2,12,44,,60,3,3,6,-1→F|+1→F,True
2023-05-04,92,43,12|28|44|60|81|92,6,81,,60,,7,,1,F→-1|F→-2,True
2023-05-05,67,40,8|19|51|56|67|72,5,56,72,51,,7,7,,,False
2023-05-06,25,30,25|57,1,,57,,,,3,7,+1→F,True
2023-05-06,44,43,12|28|44|60|81|92,3,28,60,12,81,4,1,1,F→-1|F→+2,True
2023-05-06,92,43,12|28|44|60|81|92,6,81,,60,,5,,2,F→-1|F→-1→-2→F_partial,True
2023-05-07,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,,,False
2023-05-07,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,3,7,+1→F,True
2023-05-07,94,39,9|14|30|41|46|62|78|94,8,78,,62,,4,,,,False
2023-05-09,31,38,20|31|47|52|63|100,2,20,47,,52,2,,2,,True
2023-05-09,63,38,20|31|47|52|63|100,5,52,100,47,,,,6,,True
2023-05-14,27,26,27|38,1,,38,,,,2,2,,True
2023-05-15,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,4,4,,True
2023-05-15,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,1,1,4,-1→F|+1→F,True
2023-05-15,46,39,9|14|30|41|46|62|78|94,5,41,62,30,78,4,,1,F→-1|F→+2,True
2023-05-16,58,46,37|58|74|90,2,37,74,,90,1,4,1,F→+1|F→+2,True
2023-05-18,27,26,27|38,1,,38,,,,6,2,F→+1,True
2023-05-21,22,44,22|59|70|75|91,1,,59,,70,,3,4,+1→F,True
2023-05-21,70,44,22|59|70|75|91,3,59,75,22,91,3,2,,,False
2023-05-22,48,36,32|48|64|85,2,32,64,,85,4,3,3,F→-1|F→+2,True
2023-05-24,2,33,2|39|82|87,1,,39,,82,,1,,,False
2023-05-24,68,47,4|36|68|79|84,3,36,79,4,84,6,,1,F→-1,True
2023-05-24,87,33,2|39|82|87,4,82,,39,,2,,2,,True
2023-05-29,7,42,7|18|23|50|55|66|71,1,,18,,23,,,5,,True
2023-05-29,29,41,13|29|93,2,13,93,,,1,1,5,-1→F|+1→F,True
2023-05-29,71,42,7|18|23|50|55|66|71,7,66,,55,,4,,3,F→-1,True
2023-05-30,3,31,3|24|88|99,1,,24,,88,,1,,,False
2023-05-30,57,30,25|57,2,25,,,,2,,5,-1→F,True
2023-05-31,87,33,2|39|82|87,4,82,,39,,7,,4,F→-1|F→-1→-2→F_partial,True
2023-06-03,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,1,,True
2023-06-03,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,,7,,,False
2023-06-03,44,43,12|28|44|60|81|92,3,28,60,12,81,,1,7,+1→F,True
2023-06-05,34,51,34|98,1,,98,,,,,5,,True
2023-06-06,56,40,8|19|51|56|67|72,4,51,67,19,72,,3,,,False
2023-06-06,67,40,8|19|51|56|67|72,5,56,72,51,,,2,3,+1→F,True
2023-06-06,72,40,8|19|51|56|67|72,6,67,,56,,3,,2,F→-1|F→-1→F,True
2023-06-06,89,48,73|89,2,73,,,,2,,5,-1→F,True
2023-06-07,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,4,2,F→+1,True
2023-06-10,22,44,22|59|70|75|91,1,,59,,70,,3,3,,True
2023-06-10,59,44,22|59|70|75|91,2,22,70,,75,3,1,3,+1→F,True
2023-06-10,70,44,22|59|70|75|91,3,59,75,22,91,3,1,1,F→-1|F→-2|F→+2,True
2023-06-12,84,47,4|36|68|79|84,5,79,,68,,6,,1,F→-1,True
2023-06-13,100,38,20|31|47|52|63|100,6,63,,52,,,,,,False
2023-06-14,7,42,7|18|23|50|55|66|71,1,,18,,23,,3,2,F→+1,True
2023-06-17,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,1,F→+1,True
2023-06-17,14,39,9|14|30|41|46|62|78|94,2,9,30,,41,1,1,2,-1→F|+1→F|F→+2,True
2023-06-17,86,35,6|11|43|54|86,5,54,,43,,3,,5,-1→F,True
2023-06-17,90,46,37|58|74|90,4,74,,58,,2,,1,F→-1,True
2023-06-19,28,43,12|28|44|60|81|92,2,12,44,,60,2,7,7,-1→F,True
2023-06-19,44,43,12|28|44|60|81|92,3,28,60,12,81,7,1,7,+1→F,True
2023-06-21,42,37,5|10|42,3,10,,5,,1,,,,False
2023-06-23,28,43,12|28|44|60|81|92,2,12,44,,60,,3,3,,True
2023-06-23,44,43,12|28|44|60|81|92,3,28,60,12,81,3,1,3,+1→F,True
2023-06-23,63,38,20|31|47|52|63|100,5,52,100,47,,,,7,,True
2023-06-24,90,46,37|58|74|90,4,74,,58,,5,,2,F→-1|F→-2|F→-1→F,True
2023-06-25,42,37,5|10|42,3,10,,5,,3,,6,-1→F,True
2023-06-26,20,38,20|31|47|52|63|100,1,,31,,47,,,3,F→+2,True
2023-06-26,68,47,4|36|68|79|84,3,36,79,4,84,3,3,2,F→-1|F→+1|F→+2|F→-1→F,True
2023-06-26,79,47,4|36|68|79|84,4,68,84,36,,2,3,3,-1→F,True
2023-06-27,19,40,8|19|51|56|67|72,2,8,51,,56,6,4,,,False
2023-06-28,22,44,22|59|70|75|91,1,,59,,70,,1,4,+1→F,True
2023-06-29,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,7,,,False
2023-06-29,94,39,9|14|30|41|46|62|78|94,8,78,,62,,2,,1,F→-1|F→-2|F→-1→-2,True
2023-06-30,26,28,21|26|53,2,21,53,,,6,4,5,F→-1|+1→F,True
2023-06-30,53,28,21|26|53,3,26,,21,,5,,4,F→-1|F→-2|F→-1→-2,True
2023-06-30,87,33,2|39|82|87,4,82,,39,,3,,6,-1→F,True
2023-07-05,62,39,9|14|30|41|46|62|78|94,6,46,78,41,94,4,2,2,F→-1,True
2023-07-06,92,43,12|28|44|60|81|92,6,81,,60,,2,,1,F→-1|F→-1→F,True
2023-07-07,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,3,+1→F|F→+2,True
2023-07-07,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,1,,5,-1→F,True
2023-07-08,53,28,21|26|53,3,26,,21,,3,,,,False
2023-07-08,77,32,77,1,,,,,,,,,False
2023-07-09,90,46,37|58|74|90,4,74,,58,,6,,1,F→-1|F→-2,True
2023-07-11,7,42,7|18|23|50|55|66|71,1,,18,,23,,1,1,,True
2023-07-14,58,46,37|58|74|90,2,37,74,,90,1,1,,,False
2023-07-16,22,44,22|59|70|75|91,1,,59,,70,,3,4,+1→F,True
2023-07-16,70,44,22|59|70|75|91,3,59,75,22,91,3,,2,F→-1|F→-2|F→+2|F→-1→-2|F→-1→F,True
2023-07-17,32,36,32|48|64|85,1,,48,,64,,3,2,F→+1,True
2023-07-18,29,41,13|29|93,2,13,93,,,3,2,,,False
2023-07-18,56,40,8|19|51|56|67|72,4,51,67,19,72,2,,6,-1→F,True
2023-07-19,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,,,,False
2023-07-20,65,52,65|97,1,,97,,,,,,,False
2023-07-20,97,52,65|97,2,65,,,,,,,,False
2023-07-22,12,43,12|28|44|60|81|92,1,,28,,44,,3,1,F→+1|F→+2|F→+1→+2,True
2023-07-24,29,41,13|29|93,2,13,93,,,,2,,,False
2023-07-24,63,38,20|31|47|52|63|100,5,52,100,47,,1,,,,False
2023-07-24,71,42,7|18|23|50|55|66|71,7,66,,55,,4,,5,-1→F,True
2023-07-25,26,28,21|26|53,2,21,53,,,1,1,7,-1→F|+1→F,True
2023-07-25,77,32,77,1,,,,,,,,,False
2023-07-26,7,42,7|18|23|50|55|66|71,1,,18,,23,,4,1,F→+1|F→+2|F→+1→+2,True
2023-07-28,19,40,8|19|51|56|67|72,2,8,51,,56,3,7,,,False
2023-07-30,42,37,5|10|42,3,10,,5,,2,,3,-1→F,True
2023-07-30,63,38,20|31|47|52|63|100,5,52,100,47,,5,,6,-1→F,True
2023-08-01,27,26,27|38,1,,38,,,,,2,,True
2023-08-03,37,46,37|58|74|90,1,,58,,74,,2,4,+1→F,True
2023-08-03,74,46,37|58|74|90,3,58,90,37,,2,3,2,F→+1|F→-2,True
2023-08-05,92,43,12|28|44|60|81|92,6,81,,60,,4,,1,F→-1|F→-2|F→-1→F,True
2023-08-09,90,46,37|58|74|90,4,74,,58,,4,,5,-1→F,True
2023-08-14,82,33,2|39|82|87,3,39,87,2,,6,3,1,F→-1|F→+1|F→-2|F→-1→F,True
2023-08-14,87,33,2|39|82|87,4,82,,39,,1,,3,-1→F|F→-2,True
2023-08-15,82,33,2|39|82|87,3,39,87,2,,5,2,1,F→-1|F→+1|F→-2|F→-1→F,True
2023-08-16,96,54,96,1,,,,,,,3,,True
2023-08-18,22,44,22|59|70|75|91,1,,59,,70,,5,3,F→+1,True
2023-08-18,70,44,22|59|70|75|91,3,59,75,22,91,5,6,,,False
2023-08-19,16,27,16,1,,,,,,,5,,True
2023-08-20,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,1,1,,,False
2023-08-21,79,47,4|36|68|79|84,4,68,84,36,,4,,3,F→-1|F→-2|F→-1→-2|F→-1→F,True
2023-08-21,90,46,37|58|74|90,4,74,,58,,4,,,,False
2023-08-25,63,38,20|31|47|52|63|100,5,52,100,47,,5,,4,F→-1|F→-1→-2→F_partial,True
2023-08-26,88,31,3|24|88|99,3,24,99,3,,5,,6,-1→F,True
2023-08-27,79,47,4|36|68|79|84,4,68,84,36,,3,4,2,F→-1|F→+1|F→-2|F→-1→-2|F→-1→F,True
2023-08-27,84,47,4|36|68|79|84,5,79,,68,,2,,4,-1→F,True
2023-08-29,26,28,21|26|53,2,21,53,,,,2,6,+1→F,True
2023-08-29,53,28,21|26|53,3,26,,21,,6,,2,F→-1,True
2023-08-30,65,52,65|97,1,,97,,,,,,,False
2023-08-31,92,43,12|28|44|60|81|92,6,81,,60,,4,,6,-1→F,True
2023-09-01,85,36,32|48|64|85,4,64,,48,,5,,,,False
2023-09-02,1,34,1|17|33|49|76,1,,17,,33,,2,6,+1→F,True
2023-09-03,11,35,6|11|43|54|86,2,6,43,,54,1,3,7,-1→F|+1→F,True
2023-09-04,7,42,7|18|23|50|55|66|71,1,,18,,23,,1,4,+1→F,True
2023-09-04,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,2,1,F→+1|F→+2,True
2023-09-04,35,49,35|40|83,1,,40,,83,,3,,,False
2023-09-05,42,37,5|10|42,3,10,,5,,7,,7,,True
2023-09-06,12,43,12|28|44|60|81|92,1,,28,,44,,5,1,F→+1,True
2023-09-06,68,47,4|36|68|79|84,3,36,79,4,84,2,3,2,F→+1,True
2023-09-06,92,43,12|28|44|60|81|92,6,81,,60,,,,1,F→-2,True
2023-09-07,29,41,13|29|93,2,13,93,,,,2,,,False
2023-09-09,88,31,3|24|88|99,3,24,99,3,,,4,7,+1→F,True
2023-09-11,26,28,21|26|53,2,21,53,,,,1,5,+1→F,True
2023-09-12,1,34,1|17|33|49|76,1,,17,,33,,2,,,False
2023-09-12,7,42,7|18|23|50|55|66|71,1,,18,,23,,2,,,False
2023-09-12,71,42,7|18|23|50|55|66|71,7,66,,55,,4,,3,F→-1|F→-1→F,True
2023-09-13,53,28,21|26|53,3,26,,21,,3,,4,-1→F,True
2023-09-13,87,33,2|39|82|87,4,82,,39,,,,3,,True
2023-09-14,76,34,1|17|33|49|76,5,49,,33,,1,,4,-1→F,True
2023-09-14,85,36,32|48|64|85,4,64,,48,,1,,,,False
2023-09-15,83,49,35|40|83,3,40,,35,,7,,,,False
2023-09-16,27,26,27|38,1,,38,,,,2,7,+1→F,True
2023-09-16,68,47,4|36|68|79|84,3,36,79,4,84,,2,,,False
2023-09-17,83,49,35|40|83,3,40,,35,,5,,,,False
2023-09-18,29,41,13|29|93,2,13,93,,,,2,,,False
2023-09-20,77,32,77,1,,,,,,,,,False
2023-09-22,4,47,4|36|68|79|84,1,,36,,68,,5,3,F→+1,True
2023-09-22,35,49,35|40|83,1,,40,,83,,3,,,False
2023-09-23,65,52,65|97,1,,97,,,,2,3,+1→F,True
2023-09-25,10,37,5|10|42,2,5,42,,,5,5,1,F→-1|F→+1,True
2023-09-25,65,52,65|97,1,,97,,,,3,1,F→+1,True
2023-09-27,5,37,5|10|42,1,,10,,42,,,3,,True
2023-09-27,42,37,5|10|42,3,10,,5,,,,3,,True
2023-09-27,85,36,32|48|64|85,4,64,,48,,,,1,,True
2023-09-28,69,45,69|80,1,,80,,,,1,1,,True
2023-09-30,17,34,1|17|33|49|76,2,1,33,,49,1,5,1,F→+1|F→+2,True
2023-09-30,85,36,32|48|64|85,4,64,,48,,6,,3,F→-1,True
2023-10-01,59,44,22|59|70|75|91,2,22,70,,75,4,,5,-1→F,True
2023-10-01,63,38,20|31|47|52|63|100,5,52,100,47,,,,5,,True
2023-10-02,83,49,35|40|83,3,40,,35,,3,,2,F→-1,True
2023-10-03,3,31,3|24|88|99,1,,24,,88,,1,,,False
2023-10-07,7,42,7|18|23|50|55|66|71,1,,18,,23,,2,3,+1→F|F→+2,True
2023-10-08,59,44,22|59|70|75|91,2,22,70,,75,,,5,,True
2023-10-08,90,46,37|58|74|90,4,74,,58,,,,,,False
2023-10-10,22,44,22|59|70|75|91,1,,59,,70,,3,,,False
2023-10-10,59,44,22|59|70|75|91,2,22,70,,75,,,3,F→+2,True
2023-10-10,70,44,22|59|70|75|91,3,59,75,22,91,3,4,,,False
2023-10-13,11,35,6|11|43|54|86,2,6,43,,54,2,3,2,F→+1,True
2023-10-13,69,45,69|80,1,,80,,,,3,,,False
2023-10-13,80,45,69|80,2,69,,,,,,3,,True
2023-10-14,22,44,22|59|70|75|91,1,,59,,70,,,,,False
2023-10-14,35,49,35|40|83,1,,40,,83,,1,3,+1→F,True
2023-10-14,70,44,22|59|70|75|91,3,59,75,22,91,,1,,,False
2023-10-16,12,43,12|28|44|60|81|92,1,,28,,44,,,4,F→+2,True
2023-10-16,25,30,25|57,1,,57,,,,4,2,F→+1,True
2023-10-16,44,43,12|28|44|60|81|92,3,28,60,12,81,,2,7,+1→F,True
2023-10-16,92,43,12|28|44|60|81|92,6,81,,60,,1,,2,-1→F,True
2023-10-17,63,38,20|31|47|52|63|100,5,52,100,47,,,,,,False
2023-10-18,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,5,+1→F|F→+2,True
2023-10-18,90,46,37|58|74|90,4,74,,58,,1,,1,,True
2023-10-19,39,33,2|39|82|87,2,2,82,,87,6,,,,False
2023-10-21,15,29,15,1,,,,,,,6,,True
2023-10-21,79,47,4|36|68|79|84,4,68,84,36,,1,3,1,F→+1|F→-2,True
2023-10-22,28,43,12|28|44|60|81|92,2,12,44,,60,6,1,2,F→-1|+1→F,True
2023-10-22,44,43,12|28|44|60|81|92,3,28,60,12,81,2,1,1,F→-1|F→-2|F→+2|F→-1→-2,True
2023-10-22,92,43,12|28|44|60|81|92,6,81,,60,,2,,2,,True
2023-10-24,42,37,5|10|42,3,10,,5,,,,6,,True
2023-10-24,59,44,22|59|70|75|91,2,22,70,,75,6,7,,,False
2023-10-25,81,43,12|28|44|60|81|92,5,60,92,44,,1,7,3,-1→F|F→+1,True
2023-10-26,29,41,13|29|93,2,13,93,,,4,6,1,F→-1|F→+1|F→-1→F,True
2023-10-26,56,40,8|19|51|56|67|72,4,51,67,19,72,1,5,3,-1→F|F→+1,True
2023-10-27,42,37,5|10|42,3,10,,5,,7,,3,F→-1,True
2023-10-29,76,34,1|17|33|49|76,5,49,,33,,,,4,,True
2023-10-31,57,30,25|57,2,25,,,,1,,2,-1→F,True
2023-11-01,7,42,7|18|23|50|55|66|71,1,,18,,23,,,2,F→+2,True
2023-11-01,71,42,7|18|23|50|55|66|71,7,66,,55,,1,,1,F→-2,True
2023-11-03,11,35,6|11|43|54|86,2,6,43,,54,4,1,1,F→-1|F→-1→F,True
2023-11-06,13,41,13|29|93,1,,29,,93,,1,1,F→+2,True
2023-11-06,77,32,77,1,,,,,,,4,,True
2023-11-08,27,26,27|38,1,,38,,,,,,,False
2023-11-10,22,44,22|59|70|75|91,1,,59,,70,,2,2,F→+2,True
2023-11-10,70,44,22|59|70|75|91,3,59,75,22,91,2,2,5,-1→F|+1→F,True
2023-11-12,89,48,73|89,2,73,,,,2,,1,F→-1|F→-1→F,True
2023-11-16,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,1,,,False
2023-11-16,94,39,9|14|30|41|46|62|78|94,8,78,,62,,3,,4,-1→F|F→-2,True
2023-11-17,30,39,9|14|30|41|46|62|78|94,3,14,41,9,46,6,4,3,F→-1|F→+1|F→+2|F→+1→+2|F→-1→F,True
2023-11-17,41,39,9|14|30|41|46|62|78|94,4,30,46,14,62,3,5,4,-1→F|F→+1|F→-2|F→+2,True
2023-11-17,46,39,9|14|30|41|46|62|78|94,5,41,62,30,78,4,5,5,-1→F,True
2023-11-21,45,50,45,1,,,,,,,2,,True
2023-11-22,74,46,37|58|74|90,3,58,90,37,,3,5,2,F→-1|F→+1|F→-2|F→-1→-2,True
2023-11-24,35,49,35|40|83,1,,40,,83,,4,1,F→+1,True
2023-11-25,9,39,9|14|30|41|46|62|78|94,1,,14,,30,,3,2,F→+1,True
2023-11-25,94,39,9|14|30|41|46|62|78|94,8,78,,62,,3,,,,False
